datetime,location,co2
2017-03-25 09:52:01,Georgetown,992
2017-03-25 09:52:02,Georgetown,998
2017-03-25 09:52:03,Georgetown,998
2017-03-25 09:52:04,Georgetown,998
2017-03-25 09:52:05,Georgetown,1004
2017-03-25 09:52:06,Georgetown,1004
2017-03-25 09:52:07,Georgetown,1001
2017-03-25 09:52:08,Georgetown,998
2017-03-25 09:52:09,Georgetown,1004
2017-03-25 09:52:10,Georgetown,1013
2017-03-25 09:52:11,Georgetown,1016
2017-03-25 09:52:12,Georgetown,1007
2017-03-25 09:52:13,Georgetown,1016
2017-03-25 09:52:14,Georgetown,1013
2017-03-25 09:52:15,Georgetown,1010
2017-03-25 09:52:16,Georgetown,1010
2017-03-25 09:52:17,Georgetown,1001
2017-03-25 09:52:18,Georgetown,1004
2017-03-25 09:52:19,Georgetown,1007
2017-03-25 09:52:20,Georgetown,1013
2017-03-25 09:52:21,Georgetown,1019
2017-03-25 09:52:22,Georgetown,1016
2017-03-25 09:52:23,Georgetown,1019
2017-03-25 09:52:24,Georgetown,1028
2017-03-25 09:52:25,Georgetown,1025
2017-03-25 09:52:26,Georgetown,1031
2017-03-25 09:52:27,Georgetown,1037
2017-03-25 09:52:28,Georgetown,1031
2017-03-25 09:52:29,Georgetown,1031
2017-03-25 09:52:30,Georgetown,1016
2017-03-25 09:52:31,Georgetown,1025
2017-03-25 09:52:32,Georgetown,1025
2017-03-25 09:52:33,Georgetown,1016
2017-03-25 09:52:34,Georgetown,1007
2017-03-25 09:52:35,Georgetown,1013
2017-03-25 09:52:36,Georgetown,1019
2017-03-25 09:52:37,Georgetown,1028
2017-03-25 09:52:38,Georgetown,1025
2017-03-25 09:52:39,Georgetown,1019
2017-03-25 09:52:40,Georgetown,1019
2017-03-25 09:52:41,Georgetown,1016
2017-03-25 09:52:42,Georgetown,1025
2017-03-25 09:52:43,Georgetown,1016
2017-03-25 09:52:44,Georgetown,1013
2017-03-25 09:52:45,Georgetown,1019
2017-03-25 09:52:46,Georgetown,1007
2017-03-25 09:52:47,Georgetown,1010
2017-03-25 09:52:48,Georgetown,1016
2017-03-25 09:52:49,Georgetown,1010
2017-03-25 09:52:50,Georgetown,1019
2017-03-25 09:52:51,Georgetown,1013
2017-03-25 09:52:52,Georgetown,1013
2017-03-25 09:52:53,Georgetown,1022
2017-03-25 09:52:54,Georgetown,1022
2017-03-25 09:52:55,Georgetown,1019
2017-03-25 09:52:56,Georgetown,1016
2017-03-25 09:52:57,Georgetown,1025
2017-03-25 09:52:58,Georgetown,1016
2017-03-25 09:52:59,Georgetown,1016
2017-03-25 09:53:00,Georgetown,1007
2017-03-25 09:53:01,Georgetown,1004
2017-03-25 09:53:02,Georgetown,998
2017-03-25 09:53:03,Georgetown,1022
2017-03-25 09:53:04,Georgetown,1025
2017-03-25 09:53:05,Georgetown,1016
2017-03-25 09:53:06,Georgetown,1007
2017-03-25 09:53:07,Georgetown,1013
2017-03-25 09:53:08,Georgetown,1004
2017-03-25 09:53:09,Georgetown,1007
2017-03-25 09:53:10,Georgetown,998
2017-03-25 09:53:11,Georgetown,995
2017-03-25 09:53:12,Georgetown,1004
2017-03-25 09:53:13,Georgetown,1016
2017-03-25 09:53:14,Georgetown,1016
2017-03-25 09:53:15,Georgetown,1007
2017-03-25 09:53:16,Georgetown,1010
2017-03-25 09:53:17,Georgetown,1019
2017-03-25 09:53:18,Georgetown,1025
2017-03-25 09:53:19,Georgetown,1031
2017-03-25 09:53:20,Georgetown,1031
2017-03-25 09:53:21,Georgetown,1031
2017-03-25 09:53:22,Georgetown,1028
2017-03-25 09:53:23,Georgetown,1022
2017-03-25 09:53:24,Georgetown,1013
2017-03-25 09:53:25,Georgetown,1019
2017-03-25 09:53:26,Georgetown,1028
2017-03-25 09:53:27,Georgetown,1025
2017-03-25 09:53:28,Georgetown,1022
2017-03-25 09:53:29,Georgetown,1025
2017-03-25 09:53:30,Georgetown,1031
2017-03-25 09:53:31,Georgetown,1046
2017-03-25 09:53:32,Georgetown,1046
2017-03-25 09:53:33,Georgetown,1046
2017-03-25 09:53:34,Georgetown,1040
2017-03-25 09:53:35,Georgetown,1028
2017-03-25 09:53:36,Georgetown,1013
2017-03-25 09:53:37,Georgetown,1004
2017-03-25 09:53:38,Georgetown,1013
2017-03-25 09:53:39,Georgetown,1001
2017-03-25 09:53:40,Georgetown,1001
2017-03-25 09:53:41,Georgetown,1001
2017-03-25 09:53:42,Georgetown,1010
2017-03-25 09:53:43,Georgetown,1007
2017-03-25 09:53:44,Georgetown,1013
2017-03-25 09:53:45,Georgetown,1025
2017-03-25 09:53:46,Georgetown,1037
2017-03-25 09:53:47,Georgetown,1049
2017-03-25 09:53:48,Georgetown,1043
2017-03-25 09:53:49,Georgetown,1040
2017-03-25 09:53:50,Georgetown,1031
2017-03-25 09:53:51,Georgetown,1037
2017-03-25 09:53:52,Georgetown,1046
2017-03-25 09:53:53,Georgetown,1040
2017-03-25 09:53:54,Georgetown,1043
2017-03-25 09:53:55,Georgetown,1034
2017-03-25 09:53:56,Georgetown,1025
2017-03-25 09:53:57,Georgetown,1019
2017-03-25 09:53:58,Georgetown,1013
2017-03-25 09:53:59,Georgetown,1007
2017-03-25 09:54:00,Georgetown,1007
2017-03-25 09:54:01,Georgetown,1010
2017-03-25 09:54:02,Georgetown,1007
2017-03-25 09:54:03,Georgetown,995
2017-03-25 09:54:04,Georgetown,992
2017-03-25 09:54:05,Georgetown,995
2017-03-25 09:54:06,Georgetown,1001
2017-03-25 09:54:07,Georgetown,998
2017-03-25 09:54:08,Georgetown,992
2017-03-25 09:54:09,Georgetown,984
2017-03-25 09:54:10,Georgetown,978
2017-03-25 09:54:11,Georgetown,981
2017-03-25 09:54:12,Georgetown,989
2017-03-25 09:54:13,Georgetown,1001
2017-03-25 09:54:14,Georgetown,1010
2017-03-25 09:54:15,Georgetown,1007
2017-03-25 09:54:16,Georgetown,1004
2017-03-25 09:54:17,Georgetown,1010
2017-03-25 09:54:18,Georgetown,1016
2017-03-25 09:54:19,Georgetown,1019
2017-03-25 09:54:20,Georgetown,1025
2017-03-25 09:54:21,Georgetown,1019
2017-03-25 09:54:22,Georgetown,1028
2017-03-25 09:54:23,Georgetown,1028
2017-03-25 09:54:24,Georgetown,1031
2017-03-25 09:54:25,Georgetown,1053
2017-03-25 09:54:26,Georgetown,1046
2017-03-25 09:54:27,Georgetown,1043
2017-03-25 09:54:28,Georgetown,1034
2017-03-25 09:54:29,Georgetown,1022
2017-03-25 09:54:30,Georgetown,1019
2017-03-25 09:54:31,Georgetown,1022
2017-03-25 09:54:32,Georgetown,1019
2017-03-25 09:54:33,Georgetown,1019
2017-03-25 09:54:34,Georgetown,1022
2017-03-25 09:54:35,Georgetown,1031
2017-03-25 09:54:36,Georgetown,1031
2017-03-25 09:54:37,Georgetown,1028
2017-03-25 09:54:38,Georgetown,1031
2017-03-25 09:54:39,Georgetown,1040
2017-03-25 09:54:40,Georgetown,1037
2017-03-25 09:54:41,Georgetown,1025
2017-03-25 09:54:42,Georgetown,1028
2017-03-25 09:54:43,Georgetown,1037
2017-03-25 09:54:44,Georgetown,1022
2017-03-25 09:54:45,Georgetown,1007
2017-03-25 09:54:46,Georgetown,1022
2017-03-25 09:54:47,Georgetown,1025
2017-03-25 09:54:48,Georgetown,1019
2017-03-25 09:54:49,Georgetown,1010
2017-03-25 09:54:50,Georgetown,1001
2017-03-25 09:54:51,Georgetown,1007
2017-03-25 09:54:52,Georgetown,1016
2017-03-25 09:54:53,Georgetown,1019
2017-03-25 09:54:54,Georgetown,1013
2017-03-25 09:54:55,Georgetown,1013
2017-03-25 09:54:56,Georgetown,1019
2017-03-25 09:54:57,Georgetown,1028
2017-03-25 09:54:58,Georgetown,1025
2017-03-25 09:54:59,Georgetown,1031
2017-03-25 09:55:00,Georgetown,1046
2017-03-25 09:55:01,Georgetown,1046
2017-03-25 09:55:02,Georgetown,1049
2017-03-25 09:55:03,Georgetown,1040
2017-03-25 09:55:04,Georgetown,1025
2017-03-25 09:55:05,Georgetown,1034
2017-03-25 09:55:06,Georgetown,1040
2017-03-25 09:55:07,Georgetown,1046
2017-03-25 09:55:08,Georgetown,1043
2017-03-25 09:55:09,Georgetown,1034
2017-03-25 09:55:10,Georgetown,1022
2017-03-25 09:55:11,Georgetown,1031
2017-03-25 09:55:12,Georgetown,1043
2017-03-25 09:55:13,Georgetown,1046
2017-03-25 09:55:14,Georgetown,1022
2017-03-25 09:55:15,Georgetown,1022
2017-03-25 09:55:16,Georgetown,1025
2017-03-25 09:55:17,Georgetown,1013
2017-03-25 09:55:18,Georgetown,1010
2017-03-25 09:55:19,Georgetown,1013
2017-03-25 09:55:20,Georgetown,1025
2017-03-25 09:55:21,Georgetown,1022
2017-03-25 09:55:22,Georgetown,1019
2017-03-25 09:55:23,Georgetown,1004
2017-03-25 09:55:24,Georgetown,1004
2017-03-25 09:55:25,Georgetown,1010
2017-03-25 09:55:26,Georgetown,1007
2017-03-25 09:55:27,Georgetown,1004
2017-03-25 09:55:28,Georgetown,998
2017-03-25 09:55:29,Georgetown,995
2017-03-25 09:55:30,Georgetown,992
2017-03-25 09:55:31,Georgetown,995
2017-03-25 09:55:32,Georgetown,1004
2017-03-25 09:55:33,Georgetown,1016
2017-03-25 09:55:34,Georgetown,1019
2017-03-25 09:55:35,Georgetown,1031
2017-03-25 09:55:36,Georgetown,1028
2017-03-25 09:55:37,Georgetown,1034
2017-03-25 09:55:38,Georgetown,1040
2017-03-25 09:55:39,Georgetown,1043
2017-03-25 09:55:40,Georgetown,1034
2017-03-25 09:55:41,Georgetown,1025
2017-03-25 09:55:42,Georgetown,1025
2017-03-25 09:55:43,Georgetown,1034
2017-03-25 09:55:44,Georgetown,1028
2017-03-25 09:55:45,Georgetown,1019
2017-03-25 09:55:46,Georgetown,1016
2017-03-25 09:55:47,Georgetown,1016
2017-03-25 09:55:48,Georgetown,1013
2017-03-25 09:55:49,Georgetown,1016
2017-03-25 09:55:50,Georgetown,1022
2017-03-25 09:55:51,Georgetown,1013
2017-03-25 09:55:52,Georgetown,1004
2017-03-25 09:55:53,Georgetown,1004
2017-03-25 09:55:54,Georgetown,995
2017-03-25 09:55:55,Georgetown,992
2017-03-25 09:55:56,Georgetown,995
2017-03-25 09:55:57,Georgetown,987
2017-03-25 09:55:58,Georgetown,1001
2017-03-25 09:55:59,Georgetown,995
2017-03-25 09:56:00,Georgetown,992
2017-03-25 09:56:01,Georgetown,995
2017-03-25 09:56:02,Georgetown,995
2017-03-25 09:56:03,Georgetown,1007
2017-03-25 09:56:04,Georgetown,1019
2017-03-25 09:56:05,Georgetown,1028
2017-03-25 09:56:06,Georgetown,1028
2017-03-25 09:56:07,Georgetown,1022
2017-03-25 09:56:08,Georgetown,1025
2017-03-25 09:56:09,Georgetown,1028
2017-03-25 09:56:10,Georgetown,1022
2017-03-25 09:56:11,Georgetown,1013
2017-03-25 09:56:12,Georgetown,1019
2017-03-25 09:56:13,Georgetown,1019
2017-03-25 09:56:14,Georgetown,1019
2017-03-25 09:56:15,Georgetown,1004
2017-03-25 09:56:16,Georgetown,989
2017-03-25 09:56:17,Georgetown,1001
2017-03-25 09:56:18,Georgetown,1007
2017-03-25 09:56:19,Georgetown,1016
2017-03-25 09:56:20,Georgetown,1013
2017-03-25 09:56:21,Georgetown,1004
2017-03-25 09:56:22,Georgetown,1007
2017-03-25 09:56:23,Georgetown,1007
2017-03-25 09:56:24,Georgetown,1010
2017-03-25 09:56:25,Georgetown,1007
2017-03-25 09:56:26,Georgetown,1013
2017-03-25 09:56:27,Georgetown,1016
2017-03-25 09:56:28,Georgetown,1010
2017-03-25 09:56:29,Georgetown,1013
2017-03-25 09:56:30,Georgetown,1028
2017-03-25 09:56:31,Georgetown,1031
2017-03-25 09:56:32,Georgetown,1025
2017-03-25 09:56:33,Georgetown,1004
2017-03-25 09:56:34,Georgetown,1010
2017-03-25 09:56:35,Georgetown,1016
2017-03-25 09:56:36,Georgetown,1025
2017-03-25 09:56:37,Georgetown,1025
2017-03-25 09:56:38,Georgetown,1019
2017-03-25 09:56:39,Georgetown,1028
2017-03-25 09:56:40,Georgetown,1034
2017-03-25 09:56:41,Georgetown,1043
2017-03-25 09:56:42,Georgetown,1034
2017-03-25 09:56:43,Georgetown,1028
2017-03-25 09:56:44,Georgetown,1019
2017-03-25 09:56:45,Georgetown,1010
2017-03-25 09:56:46,Georgetown,1007
2017-03-25 09:56:47,Georgetown,1007
2017-03-25 09:56:48,Georgetown,1016
2017-03-25 09:56:49,Georgetown,1031
2017-03-25 09:56:50,Georgetown,1025
2017-03-25 09:56:51,Georgetown,1043
2017-03-25 09:56:52,Georgetown,1059
2017-03-25 09:56:53,Georgetown,1062
2017-03-25 09:56:54,Georgetown,1062
2017-03-25 09:56:55,Georgetown,1062
2017-03-25 09:56:56,Georgetown,1053
2017-03-25 09:56:57,Georgetown,1062
2017-03-25 09:56:58,Georgetown,1059
2017-03-25 09:56:59,Georgetown,1059
2017-03-25 09:57:00,Georgetown,1068
2017-03-25 09:57:01,Georgetown,1056
2017-03-25 09:57:02,Georgetown,1059
2017-03-25 09:57:03,Georgetown,1083
2017-03-25 09:57:04,Georgetown,1071
2017-03-25 09:57:05,Georgetown,1062
2017-03-25 09:57:06,Georgetown,1062
2017-03-25 09:57:07,Georgetown,1053
2017-03-25 09:57:08,Georgetown,1062
2017-03-25 09:57:09,Georgetown,1062
2017-03-25 09:57:10,Georgetown,1068
2017-03-25 09:57:11,Georgetown,1053
2017-03-25 09:57:12,Georgetown,1071
2017-03-25 09:57:13,Georgetown,1065
2017-03-25 09:57:14,Georgetown,1056
2017-03-25 09:57:15,Georgetown,1040
2017-03-25 09:57:16,Georgetown,1034
2017-03-25 09:57:17,Georgetown,1031
2017-03-25 09:57:18,Georgetown,1034
2017-03-25 09:57:19,Georgetown,1037
2017-03-25 09:57:20,Georgetown,1034
2017-03-25 09:57:21,Georgetown,1026
2017-03-25 09:57:22,Georgetown,1019
2017-03-25 09:57:23,Georgetown,1013
2017-03-25 09:57:24,Georgetown,1016
2017-03-25 09:57:25,Georgetown,1013
2017-03-25 09:57:26,Georgetown,1028
2017-03-25 09:57:27,Georgetown,1020
2017-03-25 09:57:28,Georgetown,1014
2017-03-25 09:57:29,Georgetown,1002
2017-03-25 09:57:30,Georgetown,993
2017-03-25 09:57:31,Georgetown,990
2017-03-25 09:57:32,Georgetown,993
2017-03-25 09:57:33,Georgetown,1002
2017-03-25 09:57:34,Georgetown,1005
2017-03-25 09:57:35,Georgetown,1020
2017-03-25 09:57:36,Georgetown,1038
2017-03-25 09:57:37,Georgetown,1020
2017-03-25 09:57:38,Georgetown,1026
2017-03-25 09:57:39,Georgetown,1032
2017-03-25 09:57:40,Georgetown,1026
2017-03-25 09:57:41,Georgetown,1023
2017-03-25 09:57:42,Georgetown,1047
2017-03-25 09:57:43,Georgetown,1047
2017-03-25 09:57:44,Georgetown,1050
2017-03-25 09:57:45,Georgetown,1044
2017-03-25 09:57:46,Georgetown,1038
2017-03-25 09:57:47,Georgetown,1047
2017-03-25 09:57:48,Georgetown,1059
2017-03-25 09:57:49,Georgetown,1065
2017-03-25 09:57:50,Georgetown,1074
2017-03-25 09:57:51,Georgetown,1077
2017-03-25 09:57:52,Georgetown,1065
2017-03-25 09:57:53,Georgetown,1059
2017-03-25 09:57:54,Georgetown,1062
2017-03-25 09:57:55,Georgetown,1059
2017-03-25 09:57:56,Georgetown,1050
2017-03-25 09:57:57,Georgetown,1038
2017-03-25 09:57:58,Georgetown,1032
2017-03-25 09:57:59,Georgetown,1029
2017-03-25 09:58:00,Georgetown,1035
2017-03-25 09:58:01,Georgetown,1026
2017-03-25 09:58:02,Georgetown,1023
2017-03-25 09:58:03,Georgetown,1035
2017-03-25 09:58:04,Georgetown,1038
2017-03-25 09:58:05,Georgetown,1041
2017-03-25 09:58:06,Georgetown,1050
2017-03-25 09:58:07,Georgetown,1059
2017-03-25 09:58:08,Georgetown,1050
2017-03-25 09:58:09,Georgetown,1047
2017-03-25 09:58:10,Georgetown,1041
2017-03-25 09:58:11,Georgetown,1026
2017-03-25 09:58:12,Georgetown,1029
2017-03-25 09:58:13,Georgetown,1038
2017-03-25 09:58:14,Georgetown,1047
2017-03-25 09:58:15,Georgetown,1050
2017-03-25 09:58:16,Georgetown,1059
2017-03-25 09:58:17,Georgetown,1059
2017-03-25 09:58:18,Georgetown,1050
2017-03-25 09:58:19,Georgetown,1047
2017-03-25 09:58:20,Georgetown,1041
2017-03-25 09:58:21,Georgetown,1047
2017-03-25 09:58:22,Georgetown,1053
2017-03-25 09:58:23,Georgetown,1047
2017-03-25 09:58:24,Georgetown,1038
2017-03-25 09:58:25,Georgetown,1029
2017-03-25 09:58:26,Georgetown,1029
2017-03-25 09:58:27,Georgetown,1038
2017-03-25 09:58:28,Georgetown,1047
2017-03-25 09:58:29,Georgetown,1053
2017-03-25 09:58:30,Georgetown,1065
2017-03-25 09:58:31,Georgetown,1059
2017-03-25 09:58:32,Georgetown,1050
2017-03-25 09:58:33,Georgetown,1041
2017-03-25 09:58:34,Georgetown,1047
2017-03-25 09:58:35,Georgetown,1041
2017-03-25 09:58:36,Georgetown,1029
2017-03-25 09:58:37,Georgetown,1029
2017-03-25 09:58:38,Georgetown,1041
2017-03-25 09:58:39,Georgetown,1035
2017-03-25 09:58:40,Georgetown,1032
2017-03-25 09:58:41,Georgetown,1029
2017-03-25 09:58:42,Georgetown,1038
2017-03-25 09:58:43,Georgetown,1038
2017-03-25 09:58:44,Georgetown,1044
2017-03-25 09:58:45,Georgetown,1047
2017-03-25 09:58:46,Georgetown,1047
2017-03-25 09:58:47,Georgetown,1056
2017-03-25 09:58:48,Georgetown,1047
2017-03-25 09:58:49,Georgetown,1044
2017-03-25 09:58:50,Georgetown,1047
2017-03-25 09:58:51,Georgetown,1032
2017-03-25 09:58:52,Georgetown,1047
2017-03-25 09:58:53,Georgetown,1050
2017-03-25 09:58:54,Georgetown,1059
2017-03-25 09:58:55,Georgetown,1062
2017-03-25 09:58:56,Georgetown,1044
2017-03-25 09:58:57,Georgetown,1041
2017-03-25 09:58:58,Georgetown,1044
2017-03-25 09:58:59,Georgetown,1050
2017-03-25 09:59:00,Georgetown,1044
2017-03-25 09:59:01,Georgetown,1041
2017-03-25 09:59:02,Georgetown,1047
2017-03-25 09:59:03,Georgetown,1041
2017-03-25 09:59:04,Georgetown,1029
2017-03-25 09:59:05,Georgetown,1032
2017-03-25 09:59:06,Georgetown,1041
2017-03-25 09:59:07,Georgetown,1041
2017-03-25 09:59:08,Georgetown,1044
2017-03-25 09:59:09,Georgetown,1047
2017-03-25 09:59:10,Georgetown,1050
2017-03-25 09:59:11,Georgetown,1062
2017-03-25 09:59:12,Georgetown,1071
2017-03-25 09:59:13,Georgetown,1068
2017-03-25 09:59:14,Georgetown,1059
2017-03-25 09:59:15,Georgetown,1053
2017-03-25 09:59:16,Georgetown,1050
2017-03-25 09:59:17,Georgetown,1029
2017-03-25 09:59:18,Georgetown,1029
2017-03-25 09:59:19,Georgetown,1020
2017-03-25 09:59:20,Georgetown,1023
2017-03-25 09:59:21,Georgetown,1014
2017-03-25 09:59:22,Georgetown,1011
2017-03-25 09:59:23,Georgetown,1005
2017-03-25 09:59:24,Georgetown,1017
2017-03-25 09:59:25,Georgetown,1020
2017-03-25 09:59:26,Georgetown,1020
2017-03-25 09:59:27,Georgetown,1026
2017-03-25 09:59:28,Georgetown,1020
2017-03-25 09:59:29,Georgetown,1017
2017-03-25 09:59:30,Georgetown,1020
2017-03-25 09:59:31,Georgetown,1029
2017-03-25 09:59:32,Georgetown,1026
2017-03-25 09:59:33,Georgetown,1026
2017-03-25 09:59:34,Georgetown,1020
2017-03-25 09:59:35,Georgetown,1023
2017-03-25 09:59:36,Georgetown,1020
2017-03-25 09:59:37,Georgetown,1032
2017-03-25 09:59:38,Georgetown,1026
2017-03-25 09:59:39,Georgetown,1041
2017-03-25 09:59:40,Georgetown,1044
2017-03-25 09:59:41,Georgetown,1041
2017-03-25 09:59:42,Georgetown,1044
2017-03-25 09:59:43,Georgetown,1044
2017-03-25 09:59:44,Georgetown,1047
2017-03-25 09:59:45,Georgetown,1050
2017-03-25 09:59:46,Georgetown,1044
2017-03-25 09:59:47,Georgetown,1062
2017-03-25 09:59:48,Georgetown,1068
2017-03-25 09:59:49,Georgetown,1056
2017-03-25 09:59:50,Georgetown,1065
2017-03-25 09:59:51,Georgetown,1062
2017-03-25 09:59:52,Georgetown,1047
2017-03-25 09:59:53,Georgetown,1053
2017-03-25 09:59:54,Georgetown,1062
2017-03-25 09:59:55,Georgetown,1071
2017-03-25 09:59:56,Georgetown,1065
2017-03-25 09:59:57,Georgetown,1065
2017-03-25 09:59:58,Georgetown,1068
2017-03-25 09:59:59,Georgetown,1071
2017-03-25 10:00:00,Georgetown,1080
2017-03-25 10:00:01,Georgetown,1065
2017-03-25 10:00:02,Georgetown,1059
2017-03-25 10:00:03,Georgetown,1050
2017-03-25 10:00:04,Georgetown,1047
2017-03-25 10:00:05,Georgetown,1050
2017-03-25 10:00:06,Georgetown,1041
2017-03-25 10:00:07,Georgetown,1041
2017-03-25 10:00:08,Georgetown,1035
2017-03-25 10:00:09,Georgetown,1026
2017-03-25 10:00:10,Georgetown,1017
2017-03-25 10:00:11,Georgetown,1020
2017-03-25 10:00:12,Georgetown,1026
2017-03-25 10:00:13,Georgetown,1038
2017-03-25 10:00:14,Georgetown,1053
2017-03-25 10:00:15,Georgetown,1053
2017-03-25 10:00:16,Georgetown,1071
2017-03-25 10:00:17,Georgetown,1053
2017-03-25 10:00:18,Georgetown,1047
2017-03-25 10:00:19,Georgetown,1056
2017-03-25 10:00:20,Georgetown,1071
2017-03-25 10:00:21,Georgetown,1068
2017-03-25 10:00:22,Georgetown,1062
2017-03-25 10:00:23,Georgetown,1065
2017-03-25 10:00:24,Georgetown,1062
2017-03-25 10:00:25,Georgetown,1068
2017-03-25 10:00:26,Georgetown,1071
2017-03-25 10:00:27,Georgetown,1080
2017-03-25 10:00:28,Georgetown,1083
2017-03-25 10:00:29,Georgetown,1083
2017-03-25 10:00:30,Georgetown,1089
2017-03-25 10:00:31,Georgetown,1086
2017-03-25 10:00:32,Georgetown,1086
2017-03-25 10:00:33,Georgetown,1077
2017-03-25 10:00:34,Georgetown,1071
2017-03-25 10:00:35,Georgetown,1092
2017-03-25 10:00:36,Georgetown,1092
2017-03-25 10:00:37,Georgetown,1089
2017-03-25 10:00:38,Georgetown,1083
2017-03-25 10:00:39,Georgetown,1081
2017-03-25 10:00:40,Georgetown,1074
2017-03-25 10:00:41,Georgetown,1074
2017-03-25 10:00:42,Georgetown,1068
2017-03-25 10:00:43,Georgetown,1054
2017-03-25 10:00:44,Georgetown,1044
2017-03-25 10:00:45,Georgetown,1041
2017-03-25 10:00:46,Georgetown,1041
2017-03-25 10:00:47,Georgetown,1041
2017-03-25 10:00:48,Georgetown,1035
2017-03-25 10:00:49,Georgetown,1047
2017-03-25 10:00:50,Georgetown,1050
2017-03-25 10:00:51,Georgetown,1060
2017-03-25 10:00:52,Georgetown,1054
2017-03-25 10:00:53,Georgetown,1041
2017-03-25 10:00:54,Georgetown,1029
2017-03-25 10:00:55,Georgetown,1029
2017-03-25 10:00:56,Georgetown,1026
2017-03-25 10:00:57,Georgetown,1023
2017-03-25 10:00:58,Georgetown,1035
2017-03-25 10:00:59,Georgetown,1032
2017-03-25 10:01:00,Georgetown,1032
2017-03-25 10:01:01,Georgetown,1032
2017-03-25 10:01:02,Georgetown,1029
2017-03-25 10:01:03,Georgetown,1038
2017-03-25 10:01:04,Georgetown,1041
2017-03-25 10:01:05,Georgetown,1050
2017-03-25 10:01:06,Georgetown,1050
2017-03-25 10:01:07,Georgetown,1060
2017-03-25 10:01:08,Georgetown,1069
2017-03-25 10:01:09,Georgetown,1050
2017-03-25 10:01:10,Georgetown,1038
2017-03-25 10:01:11,Georgetown,1041
2017-03-25 10:01:12,Georgetown,1035
2017-03-25 10:01:13,Georgetown,1050
2017-03-25 10:01:14,Georgetown,1038
2017-03-25 10:01:15,Georgetown,1029
2017-03-25 10:01:16,Georgetown,1023
2017-03-25 10:01:17,Georgetown,1020
2017-03-25 10:01:18,Georgetown,1026
2017-03-25 10:01:19,Georgetown,1029
2017-03-25 10:01:20,Georgetown,1035
2017-03-25 10:01:21,Georgetown,1029
2017-03-25 10:01:22,Georgetown,1023
2017-03-25 10:01:23,Georgetown,1029
2017-03-25 10:01:24,Georgetown,1044
2017-03-25 10:01:25,Georgetown,1038
2017-03-25 10:01:26,Georgetown,1038
2017-03-25 10:01:27,Georgetown,1035
2017-03-25 10:01:28,Georgetown,1041
2017-03-25 10:01:29,Georgetown,1041
2017-03-25 10:01:30,Georgetown,1035
2017-03-25 10:01:31,Georgetown,1032
2017-03-25 10:01:32,Georgetown,1032
2017-03-25 10:01:33,Georgetown,1044
2017-03-25 10:01:34,Georgetown,1041
2017-03-25 10:01:35,Georgetown,1041
2017-03-25 10:01:36,Georgetown,1054
2017-03-25 10:01:37,Georgetown,1060
2017-03-25 10:01:38,Georgetown,1060
2017-03-25 10:01:39,Georgetown,1047
2017-03-25 10:01:40,Georgetown,1063
2017-03-25 10:01:41,Georgetown,1057
2017-03-25 10:01:42,Georgetown,1066
2017-03-25 10:01:43,Georgetown,1069
2017-03-25 10:01:44,Georgetown,1075
2017-03-25 10:01:45,Georgetown,1078
2017-03-25 10:01:46,Georgetown,1096
2017-03-25 10:01:47,Georgetown,1105
2017-03-25 10:01:48,Georgetown,1102
2017-03-25 10:01:49,Georgetown,1093
2017-03-25 10:01:50,Georgetown,1069
2017-03-25 10:01:51,Georgetown,1072
2017-03-25 10:01:52,Georgetown,1069
2017-03-25 10:01:53,Georgetown,1075
2017-03-25 10:01:54,Georgetown,1066
2017-03-25 10:01:55,Georgetown,1063
2017-03-25 10:01:56,Georgetown,1066
2017-03-25 10:01:57,Georgetown,1066
2017-03-25 10:01:58,Georgetown,1072
2017-03-25 10:01:59,Georgetown,1066
2017-03-25 10:02:00,Georgetown,1060
2017-03-25 10:02:01,Georgetown,1063
2017-03-25 10:02:02,Georgetown,1054
2017-03-25 10:02:03,Georgetown,1060
2017-03-25 10:02:04,Georgetown,1066
2017-03-25 10:02:05,Georgetown,1054
2017-03-25 10:02:06,Georgetown,1041
2017-03-25 10:02:07,Georgetown,1032
2017-03-25 10:02:08,Georgetown,1041
2017-03-25 10:02:09,Georgetown,1044
2017-03-25 10:02:10,Georgetown,1044
2017-03-25 10:02:11,Georgetown,1041
2017-03-25 10:02:12,Georgetown,1044
2017-03-25 10:02:13,Georgetown,1044
2017-03-25 10:02:14,Georgetown,1044
2017-03-25 10:02:15,Georgetown,1047
2017-03-25 10:02:16,Georgetown,1054
2017-03-25 10:02:17,Georgetown,1066
2017-03-25 10:02:18,Georgetown,1060
2017-03-25 10:02:19,Georgetown,1069
2017-03-25 10:02:20,Georgetown,1066
2017-03-25 10:02:21,Georgetown,1060
2017-03-25 10:02:22,Georgetown,1054
2017-03-25 10:02:23,Georgetown,1044
2017-03-25 10:02:24,Georgetown,1050
2017-03-25 10:02:25,Georgetown,1054
2017-03-25 10:02:26,Georgetown,1050
2017-03-25 10:02:27,Georgetown,1044
2017-03-25 10:02:28,Georgetown,1041
2017-03-25 10:02:29,Georgetown,1041
2017-03-25 10:02:30,Georgetown,1038
2017-03-25 10:02:31,Georgetown,1041
2017-03-25 10:02:32,Georgetown,1050
2017-03-25 10:02:33,Georgetown,1069
2017-03-25 10:02:34,Georgetown,1081
2017-03-25 10:02:35,Georgetown,1075
2017-03-25 10:02:36,Georgetown,1060
2017-03-25 10:02:37,Georgetown,1069
