datetime,control_F_rms,control_L_rms,rolling_rms
2017-04-22 08:36:00,0.0,60.08744726871689,0.0
2017-04-22 08:37:00,4.985964780427823,60.17171479139929,4.985964780427823
2017-04-22 08:38:00,9.099155008845601,60.67766860375817,9.313756235178873
2017-04-22 08:39:00,12.626737318583134,60.46363611019988,13.060385773877432
2017-04-22 08:40:00,13.546019153088237,60.85470970030449,14.329098635585328
2017-04-22 08:41:00,18.395048544037603,61.13534800785603,19.483168483762253
2017-04-22 08:42:00,19.386147626376587,61.522973592695436,13.829028063732462
2017-04-22 08:43:00,22.089673504170072,62.06184923290905,17.67144605653897
2017-04-22 08:44:00,20.295863404993803,61.5582233624531,19.510290607352147
2017-04-22 08:45:00,23.06414467938637,62.924858880288056,15.28026349917326
2017-04-22 08:46:00,23.153573754480465,63.12116102187918,17.27712268374473
2017-04-22 08:47:00,21.956632872171756,61.68121879960031,17.082964909645124
2017-04-22 08:48:00,32.306489084689574,61.68659572116674,26.665028722482813
2017-04-22 08:49:00,27.72851510629446,64.6234335682176,32.56458383447423
2017-04-22 08:50:00,25.208429941274936,63.59009944067551,23.183771589285612
2017-04-22 08:51:00,62.16766941773942,48.51459188245154,64.56040829541611
2017-04-22 08:52:00,61.877839370879244,48.74250801939549,15.099250498783043
2017-04-22 08:55:00,60.5313299990867,41.726272006025575,44.37247594934274
2017-04-22 08:56:00,60.82719159635763,41.21148000077365,10.223878351274855
2017-04-22 08:57:00,60.584451719101715,41.31360167467045,10.209755878774315
2017-04-22 08:58:00,60.7170396782622,41.46807271489115,9.836380839558487
2017-04-22 08:59:00,60.32777297121672,41.45892501043453,8.717739039357243
2017-04-22 09:00:00,61.392406866267535,42.9467042111984,19.693674349267585
2017-04-22 09:01:00,60.969654422644275,42.017103344203775,20.385952347756533
2017-04-22 09:02:00,61.25559647476438,42.04570856024826,13.2257781946533
2017-04-22 09:03:00,60.899703449264294,42.03063801289285,13.62355988184317
2017-04-22 09:04:00,62.49957508188889,47.501086681648665,24.69388187554426
2017-04-22 09:05:00,62.11506801895978,46.38153943672885,16.41968575242332
2017-04-22 09:06:00,63.29570087675123,46.00722641381098,15.064996387182884
2017-04-22 09:07:00,63.44942757736931,45.88168310765928,16.8686938216923
