datetime,control_F_rms,control_L_rms,rolling_rms
2017-04-29 08:52:00,0.0,20.51425415260082,0.0
2017-04-29 08:53:00,8.082626107377891,19.94273686447859,8.082626107377891
2017-04-29 08:54:00,12.298517208217962,20.949392518042142,10.66323998506864
2017-04-29 08:55:00,17.17048873309474,23.56236875516056,15.46961674339413
2017-04-29 08:56:00,16.74859812230564,23.952570038689654,11.791338121159107
2017-04-29 08:57:00,17.44958996951409,23.84574785208046,9.420648310139454
2017-04-29 08:58:00,18.463383061142938,24.842361061803285,12.180065039850978
2017-04-29 08:59:00,22.927657186518207,26.611984201201533,18.199410561654645
2017-04-29 09:00:00,20.077658720266662,24.544975067041047,17.1192950047113
2017-04-29 09:01:00,20.711866264696347,24.763689364420237,11.848966133697067
2017-04-29 09:02:00,20.731198711121362,24.959556985167694,11.68461662293633
2017-04-29 09:03:00,20.741549496622312,24.985205872675934,12.42700949964096
2017-04-29 09:04:00,21.146925887210337,25.181189159767655,10.82835759129703
2017-04-29 09:05:00,21.712916170929997,25.32439163056703,10.5873447450246
2017-04-29 09:06:00,22.59324992530955,25.645277871049345,11.803247699256335
2017-04-29 09:07:00,22.299453293466637,25.72759607891884,11.731828058036536
2017-04-29 09:08:00,21.75109699101404,25.002282020847616,13.525541655820419
2017-04-29 09:09:00,22.144885037708672,25.695312487964934,12.228783561574444
2017-04-29 09:10:00,23.998156569828442,26.791052348452084,14.712193992852777
2017-04-29 09:11:00,25.754150312781302,28.136289206512288,19.662640045061767
2017-04-29 09:12:00,24.026690974136798,26.57929677752028,19.351436693003787
2017-04-29 09:13:00,25.28004011319998,27.589509602458804,16.713197006158538
2017-04-29 09:14:00,23.080327944395275,26.76809837521149,19.73712369020623
2017-04-29 09:15:00,23.865592496486094,27.067345361077308,12.861063148608672
2017-04-29 09:16:00,23.542806491580397,26.63796932755636,12.257285886021696
2017-04-29 09:17:00,23.354679034670976,26.84347746272205,12.77499871575336
2017-04-29 09:18:00,22.447281259375266,25.585587454984626,12.420775145228793
2017-04-29 09:19:00,23.154844480511343,25.681585034725433,10.198159786002243
2017-04-29 09:20:00,23.92879226954772,26.572287843729228,10.84546009570364
2017-04-29 09:21:00,24.099191279221383,26.64561529751815,10.734263918639229
2017-04-29 09:22:00,23.454445474152656,26.283225054601523,11.405437779300714
2017-04-29 09:23:00,23.319306669403073,26.14337265645285,11.546898844134153
2017-04-29 09:24:00,23.58320199094757,26.496870943408897,9.780264274079373
2017-04-29 09:25:00,23.81239840310785,26.450638392185674,9.602925688082426
2017-04-29 09:26:00,26.170529017627825,29.020690715131735,14.635230129297591
2017-04-29 09:27:00,26.9365370864247,28.59002917503175,21.000891709738582
2017-04-29 09:28:00,25.495481962905377,28.695229350886883,20.768445303211795
2017-04-29 09:29:00,23.20258076522236,25.989446185342874,15.172156052151367
2017-04-29 09:30:00,23.332458402495153,25.94219276824918,9.519641127033099
2017-04-29 09:31:00,23.521555583832743,26.579422266498444,10.004654671909805
2017-04-29 09:32:00,23.70630032290994,26.80510967497615,11.069363642880893
2017-04-29 09:33:00,23.86167966112193,26.80141088675806,9.833966964048638
2017-04-29 09:34:00,24.30832764112606,26.889596201024787,9.364296000412061
2017-04-29 09:35:00,23.3525604413449,26.73864841892412,13.3181614331083
2017-04-29 09:36:00,26.204914684956204,28.298708101401616,17.059474716537043
2017-04-29 09:37:00,24.08469786719706,26.809373341395606,17.798402491515915
2017-04-29 09:38:00,24.2534516658626,27.00607145277706,15.298843859504547
2017-04-29 09:39:00,26.59193955842948,30.00306795076686,18.519238715567298
2017-04-29 09:40:00,26.594907877261015,28.547568936557454,20.827130105645857
2017-04-29 09:41:00,25.210171702939007,27.480323670992306,15.741072502903565
2017-04-29 09:42:00,26.573028482059275,28.347847370141412,14.964205103345783
2017-04-29 09:43:00,26.29513040113131,28.926238395414178,20.828998653219827
2017-04-29 09:44:00,26.730017351362992,29.16584951831508,18.429478141915286
2017-04-29 09:45:00,25.887638419073046,28.763067600874912,16.490773604124822
2017-04-29 09:46:00,24.995050489213526,27.578029988032743,18.99853881442816
2017-04-29 09:47:00,23.592847874585495,26.79550554080852,14.012965239080081
2017-04-29 09:48:00,25.99398501136048,29.08462301342985,17.931919355463133
2017-04-29 09:49:00,23.533505901161433,27.266556734318936,17.648565495883794
2017-04-29 09:50:00,23.795727524862524,27.030181086765463,10.89438700566336
2017-04-29 09:51:00,24.55911836348501,27.377182133347837,13.999674828812989
2017-04-29 09:52:00,23.53703480244839,26.905085243856163,13.253472225860914
2017-04-29 09:53:00,23.16335154263087,26.76432817202778,9.77081882550451
2017-04-29 09:54:00,23.611021481856024,27.084686757849596,9.38931132658301
2017-04-29 09:55:00,23.5580807195217,26.956895666198903,11.11959969584487
2017-04-29 09:56:00,24.810566213477138,27.389258263581485,12.896544817475984
2017-04-29 09:57:00,23.587422827112757,26.26916501773832,13.127419340512692
2017-04-29 09:58:00,24.594720470052103,27.97653794737357,13.824633886050412
2017-04-29 09:59:00,23.788938693574934,26.700157039566268,19.685676185363814
