datetime,control_F_rms,control_L_rms,rolling_rms
2017-06-10 09:04:00,0.0,35.99407195115607,0.0
2017-06-10 09:05:00,15.311686730103686,37.13829299753603,15.311686730103686
2017-06-10 09:06:00,14.72310570724352,35.82294042114168,13.737334185380849
2017-06-10 09:07:00,18.123170338685227,37.50514518869378,17.030584161296407
2017-06-10 09:08:00,16.251517717585642,35.79724180482811,17.611839826756697
2017-06-10 09:09:00,18.87772964533871,35.88641028619562,12.747733887669343
2017-06-10 09:10:00,18.941370410317024,36.52820114166359,13.934200207283755
2017-06-10 09:11:00,19.535587718315515,36.313015472531795,13.200152717708736
2017-06-10 09:12:00,25.145744659468065,39.18503348829967,18.47723792546296
2017-06-10 09:13:00,24.839269658898992,37.18632989055477,24.985540568496813
2017-06-10 09:14:00,23.61926128493085,36.47977041428806,19.74094006331343
2017-06-10 09:15:00,26.15766254648594,36.70371817138104,19.345137766589655
2017-06-10 09:16:00,26.741292254831915,36.42545309715904,14.137364481372286
2017-06-10 09:17:00,26.17652853902073,36.512277037719336,13.647769945275552
2017-06-10 09:18:00,25.517865167531813,36.26287405012184,16.00000265299457
2017-06-10 09:19:00,24.546715422248113,35.71116532186864,14.387562355063256
2017-06-10 09:20:00,24.65676048267493,35.555254373181846,11.632484754449498
2017-06-10 09:21:00,25.783125709544347,35.07226145314129,14.217663328438794
2017-06-10 09:22:00,24.862092254072262,35.19570327705737,16.110079773623095
2017-06-10 09:23:00,24.698628188120086,35.36103218056566,15.263693476405594
2017-06-10 09:24:00,24.82836776417921,35.62846950941527,11.127595483751195
2017-06-10 09:25:00,25.39537501979117,35.84083112207128,12.902990508502283
2017-06-10 09:26:00,25.04808111828795,35.43992788567249,14.57274308926886
2017-06-10 09:27:00,25.950383758000573,35.20586577398479,15.580483702242153
2017-06-10 09:28:00,24.435256344146804,34.612966267775526,15.86637741551822
2017-06-10 09:29:00,24.833374751783133,35.09419560417601,14.109477791246091
2017-06-10 09:30:00,25.37826204402106,35.24215614561156,16.139387428353654
2017-06-10 09:31:00,24.798356096809453,35.461317899755215,16.33987850895777
2017-06-10 09:32:00,25.41498883123238,35.88888143167277,14.039797322403436
2017-06-10 09:33:00,24.912614243340663,35.74582087315709,14.32342521521418
2017-06-10 09:34:00,26.79701051229098,35.64245130312775,15.258244936481608
2017-06-10 09:35:00,25.604207072113496,35.26186582201799,15.305658012235213
2017-06-10 09:36:00,25.342741461642753,35.4090065637732,13.210686054920338
2017-06-10 09:37:00,25.518804218654132,34.71634419357353,12.760198943720797
2017-06-10 09:38:00,26.566292454756773,35.140990606887186,15.670963030128897
2017-06-10 09:39:00,24.843114037981767,35.16952164309556,18.118904161699
2017-06-10 09:40:00,26.245706523877388,35.04314885638608,16.359578711721156
2017-06-10 09:41:00,25.47512793351913,34.79896790405572,19.63908390599385
2017-06-10 09:42:00,24.79546083711694,35.08926678843546,14.304042024168087
2017-06-10 09:43:00,24.964326130834507,35.3085837798922,11.683817289667505
2017-06-10 09:44:00,25.085437685122553,34.926440788403184,12.414590059851621
2017-06-10 09:45:00,25.93297326964586,35.50429986430048,16.156741401295413
2017-06-10 09:46:00,26.888448873308032,35.85634232455722,19.6875745501234
2017-06-10 09:47:00,26.79418524644542,35.88641310179244,14.682284783313984
2017-06-10 09:48:00,27.29357176874865,35.569443646958646,15.622852985823897
2017-06-10 09:49:00,27.54058779404802,36.64398907620002,14.964315070220666
2017-06-10 09:50:00,26.874839234015276,36.01756120428154,14.334228139462782
2017-06-10 09:51:00,26.443708500715882,35.73286572931377,12.128469263129071
2017-06-10 09:52:00,26.261474634909593,35.55926807223868,15.117308081991096
2017-06-10 09:53:00,28.12684776337666,35.75952490392129,19.409548243605087
2017-06-10 09:54:00,26.93646193862203,35.97492417324647,17.082110891221845
2017-06-10 09:55:00,26.840915770051513,35.45392254685415,16.151156160241285
2017-06-10 09:56:00,27.070392700097646,35.309299183843436,14.545904402815019
2017-06-10 09:57:00,26.13375078721639,36.12650138171884,16.102189405352096
2017-06-10 09:58:00,26.591604084983288,36.009122433593134,14.873254606983862
2017-06-10 09:59:00,28.0438978712393,35.82579918130462,17.884791840182725
2017-06-10 10:00:00,26.488143603554025,35.999778768128095,18.04887637892361
2017-06-10 10:01:00,26.994939629956573,35.827119907038764,15.349923469543207
2017-06-10 10:02:00,26.07812392400637,35.56780113535509,14.03055336058299
2017-06-10 10:03:00,27.244611374698177,36.03512146734997,16.187085982478955
2017-06-10 10:04:00,27.170393909701296,36.57891880635165,17.648991679177218
2017-06-10 10:05:00,27.17386563294777,36.20446405054907,16.106015972947294
2017-06-10 10:06:00,26.115989056036153,36.13069733043265,16.93198998629025
2017-06-10 10:07:00,26.251537167294284,35.701476517377166,14.655648388505368
2017-06-10 10:08:00,26.509760063905393,35.62004991194098,12.80108849538455
2017-06-10 10:09:00,26.470719781093347,35.570679690523676,14.126846450110513
2017-06-10 10:10:00,27.240658939885552,35.635937378052795,13.045638120012885
2017-06-10 10:11:00,26.790744213642768,36.02008346771053,13.11923401123963
2017-06-10 10:12:00,26.86532096053386,35.638168158415496,14.837498385284944
2017-06-10 10:13:00,26.56187905156561,35.640412557820746,17.180144198681802
