datetime,location,count_operation,count_change,count_total
2017-04-22 13:17:46.938000,Georgetown,-,1,29
2017-04-22 13:54:43.238000,Georgetown,-,1,28
2017-04-22 13:58:40.166000,Georgetown,+,1,29
2017-04-22 14:01:17.304000,Georgetown,-,1,28
2017-04-22 14:01:19.607000,Georgetown,-,1,27
2017-04-22 14:01:35.598000,Georgetown,-,1,26
2017-04-22 14:02:00.964000,Georgetown,-,1,25
2017-04-22 14:04:20.963000,Georgetown,+,1,26
2017-04-22 14:04:21.850000,Georgetown,+,1,27
2017-04-22 14:04:44.060000,Georgetown,+,1,28
2017-04-22 14:09:24.222000,Georgetown,-,1,27
2017-04-22 14:09:25.803000,Georgetown,+,1,28
2017-04-22 14:09:53.053000,Georgetown,-,1,27
2017-04-22 14:11:27.826000,Georgetown,+,1,28
2017-04-22 14:12:11.051000,Georgetown,+,1,29
2017-04-22 14:13:50.081000,Georgetown,-,1,28
2017-04-22 14:21:27.194000,Georgetown,-,1,27
2017-04-22 14:33:54.264000,Georgetown,+,1,28
2017-04-22 14:34:01.970000,Georgetown,+,1,29
2017-04-22 14:54:35.599000,Georgetown,-,1,28
2017-04-22 15:15:18.070000,Georgetown,-,1,27
2017-04-22 15:19:18.693000,Georgetown,-,1,26
2017-04-22 15:21:33.938000,Georgetown,+,1,27
2017-04-22 15:21:59.350000,Georgetown,-,1,26
2017-04-22 15:22:09.875000,Georgetown,-,1,25
2017-04-22 15:25:41.692000,Georgetown,+,1,26
2017-04-22 15:33:10.135000,Georgetown,-,1,25
2017-04-22 15:33:10.544000,Georgetown,+,1,26
2017-04-22 15:34:16.726000,Georgetown,+,1,27
2017-04-22 15:36:46.363000,Georgetown,+,1,28
2017-04-22 16:00:48.394000,Georgetown,-,1,27
2017-04-22 16:00:59.991000,Georgetown,-,1,26
2017-04-22 16:01:02.010000,Georgetown,-,1,25
2017-04-22 16:01:03.655000,Georgetown,-,1,24
2017-04-22 16:01:06.035000,Georgetown,-,1,23
2017-04-22 16:01:13.881000,Georgetown,-,1,22
2017-04-22 16:01:22.697000,Georgetown,-,1,21
2017-04-22 16:01:36.803000,Georgetown,-,1,20
2017-04-22 16:01:46.761000,Georgetown,-,1,19
2017-04-22 16:02:26.321000,Georgetown,-,1,18
2017-04-22 16:03:22.107000,Georgetown,-,1,17
2017-04-22 16:03:24.057000,Georgetown,-,1,16
2017-04-22 16:03:35.040000,Georgetown,-,1,15
2017-04-22 16:04:53.313000,Georgetown,+,1,16
2017-04-22 16:04:55.975000,Georgetown,-,1,15
2017-04-22 16:07:09.184000,Georgetown,-,1,14
2017-04-22 16:07:16.826000,Georgetown,+,1,15
2017-04-22 16:07:27.406000,Georgetown,-,1,14
2017-04-22 16:07:27.579000,Georgetown,-,1,13
2017-04-22 16:07:36.832000,Georgetown,+,1,14
2017-04-22 16:08:23.637000,Georgetown,-,1,13
2017-04-22 16:08:43.126000,Georgetown,-,1,12
2017-04-22 16:10:02.412000,Georgetown,-,1,11
2017-04-22 16:10:52.669000,Georgetown,-,1,10
2017-04-22 16:11:19.649000,Georgetown,-,1,9
2017-04-22 16:13:46.885000,Georgetown,+,1,10
2017-04-22 16:14:40.454000,Georgetown,-,1,9
2017-04-22 16:19:42.844000,Georgetown,x,9,0
2017-04-29 08:57:14.854000,Georgetown,+,1,1
2017-04-29 08:57:15.145000,Georgetown,+,1,2
2017-04-29 08:57:15.409000,Georgetown,+,1,3
2017-04-29 08:57:15.651000,Georgetown,+,1,4
2017-04-29 08:57:15.904000,Georgetown,+,1,5
2017-04-29 08:57:16.225000,Georgetown,+,1,6
2017-04-29 08:57:16.505000,Georgetown,+,1,7
2017-04-29 08:57:16.790000,Georgetown,+,1,8
2017-04-29 08:57:17.063000,Georgetown,+,1,9
2017-04-29 08:57:17.360000,Georgetown,+,1,10
2017-04-29 08:57:17.648000,Georgetown,+,1,11
2017-04-29 08:57:17.975000,Georgetown,+,1,12
2017-04-29 08:57:18.266000,Georgetown,+,1,13
2017-04-29 08:57:18.620000,Georgetown,+,1,14
2017-04-29 08:57:18.940000,Georgetown,+,1,15
2017-04-29 08:57:19.344000,Georgetown,+,1,16
2017-04-29 08:57:24.687000,Georgetown,-,1,15
2017-04-29 08:57:45.578000,Georgetown,+,1,16
2017-04-29 08:57:54.742000,Georgetown,+,1,17
2017-04-29 08:58:26.731000,Georgetown,+,1,18
2017-04-29 09:00:16.140000,Georgetown,+,1,19
2017-04-29 09:01:20.420000,Georgetown,+,1,20
2017-04-29 09:02:15.091000,Georgetown,+,1,21
2017-04-29 09:02:17.834000,Georgetown,+,1,22
2017-04-29 09:04:10.059000,Georgetown,+,1,23
2017-04-29 09:06:45.439000,Georgetown,+,1,24
2017-04-29 09:07:39.583000,Georgetown,+,1,25
2017-04-29 09:13:27.993000,Georgetown,+,1,26
2017-04-29 09:15:59.963000,Georgetown,+,1,27
2017-04-29 09:18:20.718000,Georgetown,+,1,28
2017-04-29 09:29:34.712000,Georgetown,-,1,27
2017-04-29 09:32:32.593000,Georgetown,+,1,28
2017-04-29 09:43:51.757000,Georgetown,+,1,29
2017-04-29 10:09:19.977000,Georgetown,-,1,28
2017-04-29 10:14:03.197000,Georgetown,+,1,29
2017-04-29 10:29:18.207000,Georgetown,-,1,28
2017-04-29 10:29:20.628000,Georgetown,-,1,27
2017-04-29 10:29:26.753000,Georgetown,-,1,26
2017-04-29 10:29:32.673000,Georgetown,-,1,25
2017-04-29 10:29:37.311000,Georgetown,-,1,24
2017-04-29 10:29:38.639000,Georgetown,-,1,23
2017-04-29 10:29:48.130000,Georgetown,-,1,22
2017-04-29 10:29:50.051000,Georgetown,-,1,21
2017-04-29 10:29:57.811000,Georgetown,-,1,20
2017-04-29 10:29:59.556000,Georgetown,-,1,19
2017-04-29 10:30:01.302000,Georgetown,-,1,18
2017-04-29 10:30:02.807000,Georgetown,-,1,17
2017-04-29 10:30:07.153000,Georgetown,-,1,16
2017-04-29 10:31:38.949000,Georgetown,+,1,17
2017-04-29 10:31:46.398000,Georgetown,+,1,18
2017-04-29 10:32:06.169000,Georgetown,+,1,19
2017-04-29 10:32:21.899000,Georgetown,+,1,20
2017-04-29 10:32:44.910000,Georgetown,+,1,21
2017-04-29 10:33:05.296000,Georgetown,-,1,20
2017-04-29 10:33:22.413000,Georgetown,+,1,21
2017-04-29 10:34:19.325000,Georgetown,-,1,20
2017-04-29 10:34:57.800000,Georgetown,+,1,21
2017-04-29 10:35:21.087000,Georgetown,+,1,22
2017-04-29 10:35:27.823000,Georgetown,+,1,23
2017-04-29 10:35:29.938000,Georgetown,+,1,24
2017-04-29 10:36:02.550000,Georgetown,+,1,25
2017-04-29 10:36:04.738000,Georgetown,+,1,26
2017-04-29 10:36:06.047000,Georgetown,+,1,27
2017-04-29 10:36:07.191000,Georgetown,+,1,28
2017-04-29 10:39:59.539000,Georgetown,+,1,29
2017-04-29 12:00:13.072000,Georgetown,-,1,28
2017-04-29 12:00:28.238000,Georgetown,-,1,27
2017-04-29 12:00:31.448000,Georgetown,-,1,26
2017-04-29 12:00:44.730000,Georgetown,-,1,25
2017-04-29 12:00:47.136000,Georgetown,-,1,24
2017-04-29 12:00:48.650000,Georgetown,-,1,23
2017-04-29 12:00:51.161000,Georgetown,-,1,22
2017-04-29 12:00:52.661000,Georgetown,-,1,21
2017-04-29 12:00:53.570000,Georgetown,-,1,20
2017-04-29 12:00:54.777000,Georgetown,-,1,19
2017-04-29 12:00:55.801000,Georgetown,-,1,18
2017-04-29 12:00:57.073000,Georgetown,-,1,17
2017-04-29 12:01:02.897000,Georgetown,-,1,16
2017-04-29 12:01:20.533000,Georgetown,-,1,15
2017-04-29 12:01:22.892000,Georgetown,-,1,14
2017-04-29 12:01:25.090000,Georgetown,-,1,13
2017-04-29 12:01:26.103000,Georgetown,-,1,12
2017-04-29 12:01:27.638000,Georgetown,-,1,11
2017-04-29 12:01:47.881000,Georgetown,+,1,12
2017-04-29 12:02:00.935000,Georgetown,-,1,11
2017-04-29 12:02:25.109000,Georgetown,-,1,10
2017-04-29 12:02:43.042000,Georgetown,-,1,9
2017-04-29 12:02:49.865000,Georgetown,-,1,8
2017-04-29 12:03:00.654000,Georgetown,-,1,7
2017-04-29 12:03:08.546000,Georgetown,-,1,6
2017-04-29 12:03:13.341000,Georgetown,-,1,5
2017-04-29 12:03:17.889000,Georgetown,-,1,4
2017-04-29 12:03:27.578000,Georgetown,x,4,0
2017-04-29 12:59:15.451000,Georgetown,+,1,1
2017-04-29 12:59:15.800000,Georgetown,+,1,2
2017-04-29 12:59:16.136000,Georgetown,+,1,3
2017-04-29 12:59:16.435000,Georgetown,+,1,4
2017-04-29 12:59:16.722000,Georgetown,+,1,5
2017-04-29 12:59:16.970000,Georgetown,+,1,6
2017-04-29 12:59:17.442000,Georgetown,+,1,7
2017-04-29 12:59:17.672000,Georgetown,+,1,8
2017-04-29 12:59:18.354000,Georgetown,+,1,9
2017-04-29 12:59:18.836000,Georgetown,+,1,10
2017-04-29 12:59:19.310000,Georgetown,+,1,11
2017-04-29 12:59:19.783000,Georgetown,+,1,12
2017-04-29 12:59:20.337000,Georgetown,+,1,13
2017-04-29 12:59:20.743000,Georgetown,+,1,14
2017-04-29 12:59:21.394000,Georgetown,+,1,15
2017-04-29 12:59:23.049000,Georgetown,+,1,16
2017-04-29 12:59:32.564000,Georgetown,-,1,15
2017-04-29 12:59:52.315000,Georgetown,+,1,16
2017-04-29 13:00:01.188000,Georgetown,+,1,17
2017-04-29 13:00:02.168000,Georgetown,+,1,18
2017-04-29 13:00:03.271000,Georgetown,+,1,19
2017-04-29 13:00:05.203000,Georgetown,+,1,20
2017-04-29 13:00:19.282000,Georgetown,+,1,21
2017-04-29 13:00:20.482000,Georgetown,+,1,22
2017-04-29 13:00:33.606000,Georgetown,-,1,21
2017-04-29 13:01:44.566000,Georgetown,+,1,22
2017-04-29 13:02:13.120000,Georgetown,+,1,23
2017-04-29 13:02:43.024000,Georgetown,+,1,24
2017-04-29 13:04:40.520000,Georgetown,+,1,25
2017-04-29 13:06:51.883000,Georgetown,+,1,26
2017-04-29 13:06:53.454000,Georgetown,+,1,27
2017-04-29 13:06:54.278000,Georgetown,+,1,28
2017-04-29 14:04:25.937000,Georgetown,-,1,27
2017-04-29 14:07:18.115000,Georgetown,-,1,26
2017-04-29 14:10:19.351000,Georgetown,-,1,25
2017-04-29 14:10:21.133000,Georgetown,-,1,24
2017-04-29 14:10:22.622000,Georgetown,-,1,23
2017-04-29 14:10:25.673000,Georgetown,-,1,22
2017-04-29 14:10:26.902000,Georgetown,-,1,21
2017-04-29 14:10:28.090000,Georgetown,-,1,20
2017-04-29 14:10:30.411000,Georgetown,-,1,19
2017-04-29 14:10:41.917000,Georgetown,-,1,18
2017-04-29 14:10:55.590000,Georgetown,-,1,17
2017-04-29 14:11:04.977000,Georgetown,-,1,16
2017-04-29 14:11:55.729000,Georgetown,-,1,15
2017-04-29 14:11:57.711000,Georgetown,-,1,14
2017-04-29 14:13:00.756000,Georgetown,+,1,15
2017-04-29 14:13:05.033000,Georgetown,+,1,16
2017-04-29 14:13:07.822000,Georgetown,-,1,15
2017-04-29 14:13:13.814000,Georgetown,-,1,14
2017-04-29 14:13:31.331000,Georgetown,+,1,15
2017-04-29 14:13:53.307000,Georgetown,+,1,16
2017-04-29 14:14:01.355000,Georgetown,+,1,17
2017-04-29 14:14:03.875000,Georgetown,-,1,16
2017-04-29 14:14:11.916000,Georgetown,+,1,17
2017-04-29 14:14:14.506000,Georgetown,-,1,16
2017-04-29 14:14:23.150000,Georgetown,+,1,17
2017-04-29 14:14:26.365000,Georgetown,-,1,16
2017-04-29 14:15:28.343000,Georgetown,+,1,17
2017-04-29 14:15:36.268000,Georgetown,-,1,16
2017-04-29 14:16:02.120000,Georgetown,-,1,15
2017-04-29 14:16:14.379000,Georgetown,+,1,16
2017-04-29 14:16:18.379000,Georgetown,+,1,17
2017-04-29 14:16:42.791000,Georgetown,+,1,18
2017-04-29 14:16:44.633000,Georgetown,+,1,19
2017-04-29 14:17:31.821000,Georgetown,+,1,20
2017-04-29 14:17:43.336000,Georgetown,+,1,21
2017-04-29 14:17:48.315000,Georgetown,+,1,22
2017-04-29 14:17:58.946000,Georgetown,+,1,23
2017-04-29 14:18:30.541000,Georgetown,+,1,24
2017-04-29 14:18:49.730000,Georgetown,+,1,25
2017-04-29 14:20:15.912000,Georgetown,+,1,26
2017-04-29 14:23:22.236000,Georgetown,+,1,27
2017-04-29 14:26:35.097000,Georgetown,+,1,28
2017-04-29 15:21:35.821000,Georgetown,-,1,27
2017-04-29 15:25:02.836000,Georgetown,+,1,28
2017-04-29 15:28:55.555000,Georgetown,-,1,27
2017-04-29 15:31:38.581000,Georgetown,-,1,26
2017-04-29 15:33:24.550000,Georgetown,+,1,27
2017-04-29 15:34:17.357000,Georgetown,+,1,28
2017-04-29 15:49:22.326000,Georgetown,-,1,27
2017-04-29 15:49:30.892000,Georgetown,-,1,26
2017-04-29 15:49:40.702000,Georgetown,-,1,25
2017-04-29 15:50:02.422000,Georgetown,-,1,24
2017-04-29 15:50:15.095000,Georgetown,-,1,23
2017-04-29 15:50:18.616000,Georgetown,-,1,22
2017-04-29 15:50:23.349000,Georgetown,-,1,21
2017-04-29 15:50:24.116000,Georgetown,-,1,20
2017-04-29 15:50:34.773000,Georgetown,-,1,19
2017-04-29 15:57:37.144000,Georgetown,-,1,18
2017-04-29 15:58:44.585000,Georgetown,-,1,17
2017-04-29 15:59:12.993000,Georgetown,-,1,16
2017-04-29 16:00:34.166000,Georgetown,-,1,15
2017-04-29 16:05:54.722000,Georgetown,-,1,14
2017-04-29 16:05:56.750000,Georgetown,-,1,13
2017-04-29 16:05:57.964000,Georgetown,-,1,12
2017-04-29 16:05:59.090000,Georgetown,-,1,11
2017-04-29 16:09:38.831000,Georgetown,-,1,10
2017-04-29 16:09:43.732000,Georgetown,-,1,9
2017-04-29 16:10:00.318000,Georgetown,-,1,8
2017-04-29 16:11:14.175000,Georgetown,-,1,7
2017-04-29 16:15:11.243000,Georgetown,-,1,6
2017-04-29 16:15:11.973000,Georgetown,-,1,5
2017-04-29 16:15:12.826000,Georgetown,-,1,4
2017-04-29 16:15:23.957000,Georgetown,x,4,0
2017-05-05 18:20:13.135000,Georgetown,+,1,1
2017-05-05 18:20:13.645000,Georgetown,+,1,2
2017-05-05 18:20:13.750000,Georgetown,+,1,3
2017-05-05 18:20:14.446000,Georgetown,+,1,4
2017-05-05 18:20:15.680000,Georgetown,+,1,5
2017-05-05 18:20:16.890000,Georgetown,+,1,6
2017-05-05 18:20:23.103000,Georgetown,+,1,7
2017-05-05 18:20:23.501000,Georgetown,+,1,8
2017-05-05 18:20:23.868000,Georgetown,+,1,9
2017-05-05 18:20:24.137000,Georgetown,+,1,10
2017-05-05 18:20:25.026000,Georgetown,+,1,11
2017-05-05 18:20:25.259000,Georgetown,+,1,12
2017-05-05 18:20:25.530000,Georgetown,+,1,13
2017-05-05 18:28:28.695000,Georgetown,+,1,14
2017-05-05 18:28:44.713000,Georgetown,+,1,15
2017-05-05 18:28:44.855000,Georgetown,+,1,16
2017-05-05 18:28:45.657000,Georgetown,+,1,17
2017-05-05 18:28:45.888000,Georgetown,+,1,18
2017-05-05 18:28:46.136000,Georgetown,+,1,19
2017-05-05 18:28:46.358000,Georgetown,+,1,20
2017-05-05 18:28:46.630000,Georgetown,+,1,21
2017-05-05 18:28:46.755000,Georgetown,+,1,22
2017-05-05 18:28:47.347000,Georgetown,+,1,23
2017-05-05 18:29:30.740000,Georgetown,+,1,24
2017-05-05 18:35:26.193000,Georgetown,+,1,25
2017-05-05 18:38:21.655000,Georgetown,+,1,26
2017-05-05 18:55:19.693000,Georgetown,+,1,27
2017-05-05 18:55:32.201000,Georgetown,+,1,28
2017-05-05 18:55:32.402000,Georgetown,+,1,29
2017-05-05 18:57:34.316000,Georgetown,-,1,28
2017-05-05 19:00:10.630000,Georgetown,+,1,29
2017-05-05 19:03:23.002000,Georgetown,-,1,28
2017-05-05 19:04:16.563000,Georgetown,+,1,29
2017-05-05 19:20:46.738000,Georgetown,-,1,28
2017-05-05 19:21:48.012000,Georgetown,+,1,29
2017-05-05 19:25:36.120000,Georgetown,-,1,28
2017-05-05 19:25:38.862000,Georgetown,-,1,27
2017-05-05 19:25:42.775000,Georgetown,-,1,26
2017-05-05 19:25:43.606000,Georgetown,-,1,25
2017-05-05 19:25:44.793000,Georgetown,-,1,24
2017-05-05 19:25:45.667000,Georgetown,-,1,23
2017-05-05 19:25:47.533000,Georgetown,-,1,22
2017-05-05 19:25:50.584000,Georgetown,-,1,21
2017-05-05 19:26:32.642000,Georgetown,+,1,22
2017-05-05 19:26:34.805000,Georgetown,-,1,21
2017-05-05 19:26:41.721000,Georgetown,-,1,20
2017-05-05 19:26:44.833000,Georgetown,-,1,19
2017-05-05 19:27:03.248000,Georgetown,-,1,18
2017-05-05 19:27:05.152000,Georgetown,-,1,17
2017-05-05 19:27:29.526000,Georgetown,-,1,16
2017-05-05 19:27:54.348000,Georgetown,+,1,17
2017-05-05 19:28:10.768000,Georgetown,+,1,18
2017-05-05 19:28:11.988000,Georgetown,-,1,17
2017-05-05 19:28:16.206000,Georgetown,-,1,16
2017-05-05 19:28:20.960000,Georgetown,-,1,15
2017-05-05 19:28:36.850000,Georgetown,+,1,16
2017-05-05 19:29:21.562000,Georgetown,+,1,17
2017-05-05 19:29:54.039000,Georgetown,+,1,18
2017-05-05 19:30:07.950000,Georgetown,+,1,19
2017-05-05 19:30:15.649000,Georgetown,+,1,20
2017-05-05 19:30:42.217000,Georgetown,+,1,21
2017-05-05 19:30:43.546000,Georgetown,+,1,22
2017-05-05 19:31:01.872000,Georgetown,+,1,23
2017-05-05 19:31:03.998000,Georgetown,+,1,24
2017-05-05 19:31:10.155000,Georgetown,+,1,25
2017-05-05 19:31:23.062000,Georgetown,+,1,26
2017-05-05 19:32:08.923000,Georgetown,+,1,27
2017-05-05 19:35:09.729000,Georgetown,+,1,28
2017-05-05 19:41:30.462000,Georgetown,+,1,29
2017-05-05 20:10:04.277000,Georgetown,-,1,28
2017-05-05 20:17:45.876000,Georgetown,+,1,29
2017-05-05 20:28:28.845000,Georgetown,-,1,28
2017-05-05 20:29:58.044000,Georgetown,-,1,27
2017-05-05 20:30:00.152000,Georgetown,-,1,26
2017-05-05 20:30:00.628000,Georgetown,-,1,25
2017-05-05 20:30:06.321000,Georgetown,-,1,24
2017-05-05 20:30:08.947000,Georgetown,-,1,23
2017-05-05 20:30:10.480000,Georgetown,-,1,22
2017-05-05 20:30:13.304000,Georgetown,-,1,21
2017-05-05 20:30:14.763000,Georgetown,-,1,20
2017-05-05 20:30:16.305000,Georgetown,+,1,21
2017-05-05 20:30:40.148000,Georgetown,-,1,20
2017-05-05 20:30:40.185000,Georgetown,-,1,19
2017-05-05 20:31:08.782000,Georgetown,-,1,18
2017-05-05 20:31:09.807000,Georgetown,+,1,19
2017-05-05 20:31:19.398000,Georgetown,-,1,18
2017-05-05 20:31:19.797000,Georgetown,-,1,17
2017-05-05 20:32:04.029000,Georgetown,+,1,18
2017-05-05 20:32:58.150000,Georgetown,+,1,19
2017-05-05 20:33:22.349000,Georgetown,+,1,20
2017-05-05 20:33:23.651000,Georgetown,-,1,19
2017-05-05 20:33:24.175000,Georgetown,-,1,18
2017-05-05 20:34:29.251000,Georgetown,+,1,19
2017-05-05 20:34:29.449000,Georgetown,+,1,20
2017-05-05 20:34:46.001000,Georgetown,-,1,19
2017-05-05 20:34:51.121000,Georgetown,+,1,20
2017-05-05 20:34:52.137000,Georgetown,+,1,21
2017-05-05 20:34:59.520000,Georgetown,-,1,20
2017-05-05 20:36:10.079000,Georgetown,+,1,21
2017-05-05 20:36:10.273000,Georgetown,+,1,22
2017-05-05 20:37:00.004000,Georgetown,+,1,23
2017-05-05 20:37:01.094000,Georgetown,+,1,24
2017-05-05 20:37:39.661000,Georgetown,+,1,25
2017-05-05 20:38:47.252000,Georgetown,+,1,26
2017-05-05 20:38:47.825000,Georgetown,+,1,27
2017-05-05 21:08:42.684000,Georgetown,-,1,26
2017-05-05 21:29:09.451000,Georgetown,-,1,25
2017-05-05 21:29:10.379000,Georgetown,-,1,24
2017-05-05 21:29:13.034000,Georgetown,-,1,23
2017-05-05 21:29:13.200000,Georgetown,-,1,22
2017-05-05 21:29:14.417000,Georgetown,-,1,21
2017-05-05 21:29:16.862000,Georgetown,-,1,20
2017-05-05 21:29:22.035000,Georgetown,-,1,19
2017-05-05 21:29:25.728000,Georgetown,-,1,18
2017-05-05 21:29:31.224000,Georgetown,-,1,17
2017-05-05 21:29:32.071000,Georgetown,-,1,16
2017-05-05 21:29:33.038000,Georgetown,-,1,15
2017-05-05 21:29:33.800000,Georgetown,-,1,14
2017-05-05 21:29:34.712000,Georgetown,-,1,13
2017-05-05 21:29:35.585000,Georgetown,-,1,12
2017-05-05 21:29:38.013000,Georgetown,-,1,11
2017-05-05 21:29:41.650000,Georgetown,-,1,10
2017-05-05 21:29:53.417000,Georgetown,-,1,9
2017-05-05 21:29:54.550000,Georgetown,-,1,8
2017-05-05 21:30:21.158000,Georgetown,-,1,7
2017-05-05 21:30:25.556000,Georgetown,-,1,6
2017-05-05 21:30:41.891000,Georgetown,-,1,5
2017-05-05 21:30:46.789000,Georgetown,-,1,4
2017-05-05 21:33:08.877000,Georgetown,x,4,0
2017-05-06 08:58:40.287000,Georgetown,+,1,1
2017-05-06 08:58:40.683000,Georgetown,+,1,2
2017-05-06 08:58:41.550000,Georgetown,+,1,3
2017-05-06 08:58:41.840000,Georgetown,+,1,4
2017-05-06 08:58:42.149000,Georgetown,+,1,5
2017-05-06 08:58:42.430000,Georgetown,+,1,6
2017-05-06 08:58:42.866000,Georgetown,+,1,7
2017-05-06 08:58:43.173000,Georgetown,+,1,8
2017-05-06 08:58:45.157000,Georgetown,+,1,9
2017-05-06 08:58:46.970000,Georgetown,+,1,10
2017-05-06 08:58:47.703000,Georgetown,+,1,11
2017-05-06 08:58:58.766000,Georgetown,+,1,12
2017-05-06 08:58:58.919000,Georgetown,+,1,13
2017-05-06 08:59:02.551000,Georgetown,+,1,14
2017-05-06 08:59:02.818000,Georgetown,+,1,15
2017-05-06 08:59:03.037000,Georgetown,+,1,16
2017-05-06 08:59:03.367000,Georgetown,+,1,17
2017-05-06 08:59:04.709000,Georgetown,+,1,18
2017-05-06 08:59:05.015000,Georgetown,+,1,19
2017-05-06 08:59:05.337000,Georgetown,+,1,20
2017-05-06 08:59:05.656000,Georgetown,+,1,21
2017-05-06 08:59:05.887000,Georgetown,+,1,22
2017-05-06 08:59:10.318000,Georgetown,+,1,23
2017-05-06 09:00:39.252000,Georgetown,+,1,24
2017-05-06 09:01:40.647000,Georgetown,+,1,25
2017-05-06 09:03:33.823000,Georgetown,+,1,26
2017-05-06 09:05:02.243000,Georgetown,+,1,27
2017-05-06 09:05:02.629000,Georgetown,+,1,28
2017-05-06 09:07:07.179000,Georgetown,-,1,27
2017-05-06 09:07:30.710000,Georgetown,+,1,28
2017-05-06 09:19:08.274000,Georgetown,+,1,29
2017-05-06 09:46:14.194000,Georgetown,-,1,28
2017-05-06 10:01:58.800000,Georgetown,+,1,29
2017-05-06 10:04:06.004000,Georgetown,-,1,28
2017-05-06 10:04:06.499000,Georgetown,-,1,27
2017-05-06 10:04:08.098000,Georgetown,-,1,26
2017-05-06 10:04:16.488000,Georgetown,-,1,25
2017-05-06 10:04:17.139000,Georgetown,-,1,24
2017-05-06 10:04:21.226000,Georgetown,-,1,23
2017-05-06 10:04:27.488000,Georgetown,-,1,22
2017-05-06 10:05:13.745000,Georgetown,-,1,21
2017-05-06 10:05:13.918000,Georgetown,-,1,20
2017-05-06 10:05:14.120000,Georgetown,-,1,19
2017-05-06 10:05:14.549000,Georgetown,-,1,18
2017-05-06 10:05:15.481000,Georgetown,-,1,17
2017-05-06 10:05:18.342000,Georgetown,-,1,16
2017-05-06 10:05:24.768000,Georgetown,-,1,15
2017-05-06 10:05:40.370000,Georgetown,-,1,14
2017-05-06 10:05:40.574000,Georgetown,-,1,13
2017-05-06 10:06:03.021000,Georgetown,-,1,12
2017-05-06 10:06:14.484000,Georgetown,-,1,11
2017-05-06 10:07:10.489000,Georgetown,+,1,12
2017-05-06 10:07:12.081000,Georgetown,+,1,13
2017-05-06 10:07:25.556000,Georgetown,+,1,14
2017-05-06 10:07:32.103000,Georgetown,+,1,15
2017-05-06 10:07:46.079000,Georgetown,+,1,16
2017-05-06 10:08:22.023000,Georgetown,+,1,17
2017-05-06 10:09:01.479000,Georgetown,+,1,18
2017-05-06 10:09:08.971000,Georgetown,+,1,19
2017-05-06 10:09:15.801000,Georgetown,+,1,20
2017-05-06 10:09:19.996000,Georgetown,+,1,21
2017-05-06 10:09:21.543000,Georgetown,+,1,22
2017-05-06 10:10:44.323000,Georgetown,+,1,23
2017-05-06 10:10:47.782000,Georgetown,+,1,24
2017-05-06 10:11:08.823000,Georgetown,-,1,23
2017-05-06 10:11:46.121000,Georgetown,+,1,24
2017-05-06 10:12:35.360000,Georgetown,+,1,25
2017-05-06 10:12:49.629000,Georgetown,+,1,26
2017-05-06 10:12:50.713000,Georgetown,+,1,27
2017-05-06 10:13:15.913000,Georgetown,+,1,28
2017-05-06 10:14:46.927000,Georgetown,+,1,29
2017-05-06 10:16:29.238000,Georgetown,+,1,30
2017-05-06 11:47:30.209000,Georgetown,-,1,29
2017-05-06 11:49:37.642000,Georgetown,+,1,30
2017-05-06 12:04:21.941000,Georgetown,-,1,29
2017-05-06 12:04:22.797000,Georgetown,-,1,28
2017-05-06 12:04:28.501000,Georgetown,-,1,27
2017-05-06 12:04:30.662000,Georgetown,-,1,26
2017-05-06 12:04:32.166000,Georgetown,-,1,25
2017-05-06 12:04:34.468000,Georgetown,-,1,24
2017-05-06 12:04:41.023000,Georgetown,-,1,23
2017-05-06 12:04:43.115000,Georgetown,-,1,22
2017-05-06 12:04:46.125000,Georgetown,-,1,21
2017-05-06 12:04:58.088000,Georgetown,-,1,20
2017-05-06 12:05:08.385000,Georgetown,-,1,19
2017-05-06 12:05:10.001000,Georgetown,-,1,18
2017-05-06 12:05:16.797000,Georgetown,-,1,17
2017-05-06 12:05:28.477000,Georgetown,-,1,16
2017-05-06 12:05:28.896000,Georgetown,-,1,15
2017-05-06 12:05:39.986000,Georgetown,-,1,14
2017-05-06 12:05:41.609000,Georgetown,-,1,13
2017-05-06 12:05:43.181000,Georgetown,-,1,12
2017-05-06 12:05:44.752000,Georgetown,-,1,11
2017-05-06 12:05:45.995000,Georgetown,-,1,10
2017-05-06 12:05:46.507000,Georgetown,-,1,9
2017-05-06 12:05:48.572000,Georgetown,-,1,8
2017-05-06 12:05:54.672000,Georgetown,-,1,7
2017-05-06 12:05:58.616000,Georgetown,-,1,6
2017-05-06 12:05:58.756000,Georgetown,-,1,5
2017-05-06 12:05:59.352000,Georgetown,-,1,4
2017-05-06 12:06:13.599000,Georgetown,x,4,0
2017-05-06 12:59:40.467000,Georgetown,+,1,1
2017-05-06 12:59:41.242000,Georgetown,+,1,2
2017-05-06 12:59:41.586000,Georgetown,+,1,3
2017-05-06 12:59:41.759000,Georgetown,+,1,4
2017-05-06 12:59:42.267000,Georgetown,+,1,5
2017-05-06 12:59:42.524000,Georgetown,+,1,6
2017-05-06 12:59:42.777000,Georgetown,+,1,7
2017-05-06 12:59:43.149000,Georgetown,+,1,8
2017-05-06 12:59:43.291000,Georgetown,+,1,9
2017-05-06 12:59:43.446000,Georgetown,+,1,10
2017-05-06 12:59:44.183000,Georgetown,+,1,11
2017-05-06 12:59:44.461000,Georgetown,+,1,12
2017-05-06 12:59:44.629000,Georgetown,+,1,13
