datetime,location,count_operation,count_change,count_total
2017-04-01 12:56:33.721000,Georgetown,+,1,31
2017-04-01 13:33:49.821000,Georgetown,-,1,30
2017-04-01 13:41:57.868000,Georgetown,-,1,29
2017-04-01 13:41:58.805000,Georgetown,+,1,30
2017-04-01 13:43:51.144000,Georgetown,+,1,31
2017-04-01 14:43:44.716000,Georgetown,-,1,30
2017-04-01 14:43:45.477000,Georgetown,-,1,29
2017-04-01 14:43:48.128000,Georgetown,-,1,28
2017-04-01 14:43:48.507000,Georgetown,-,1,27
2017-04-01 14:43:49.261000,Georgetown,-,1,26
2017-04-01 14:44:26.278000,Georgetown,-,1,25
2017-04-01 14:44:40.700000,Georgetown,-,1,24
2017-04-01 14:44:42.185000,Georgetown,-,1,23
2017-04-01 14:45:12.468000,Georgetown,+,1,24
2017-04-01 14:46:20.708000,Georgetown,+,1,25
2017-04-01 14:46:33.752000,Georgetown,-,1,24
2017-04-01 14:46:43.687000,Georgetown,-,1,23
2017-04-01 14:47:08.021000,Georgetown,+,1,24
2017-04-01 14:47:08.970000,Georgetown,+,1,25
2017-04-01 14:47:09.611000,Georgetown,+,1,26
2017-04-01 14:47:18.139000,Georgetown,+,1,27
2017-04-01 14:47:19.678000,Georgetown,-,1,26
2017-04-01 14:47:23.544000,Georgetown,+,1,27
2017-04-01 14:48:03.961000,Georgetown,+,1,28
2017-04-01 14:48:05.082000,Georgetown,+,1,29
2017-04-01 14:48:06.801000,Georgetown,+,1,30
2017-04-01 14:48:30.539000,Georgetown,+,1,31
2017-04-01 15:27:15.826000,Georgetown,-,1,30
2017-04-01 15:30:11.470000,Georgetown,+,1,31
2017-04-01 16:03:36.956000,Georgetown,-,1,30
2017-04-01 16:14:38.469000,Georgetown,-,1,29
2017-04-01 16:14:49.927000,Georgetown,-,1,28
2017-04-01 16:14:53.259000,Georgetown,-,1,27
2017-04-01 16:14:54.482000,Georgetown,-,1,26
2017-04-01 16:14:55.521000,Georgetown,-,1,25
2017-04-01 16:15:18.088000,Georgetown,-,1,24
2017-04-01 16:15:21.377000,Georgetown,-,1,23
2017-04-01 16:15:53.375000,Georgetown,-,1,22
2017-04-01 16:16:39.416000,Georgetown,-,1,21
2017-04-01 16:17:35.504000,Georgetown,-,1,20
2017-04-01 16:18:25.006000,Georgetown,-,1,19
2017-04-01 16:20:03.054000,Georgetown,-,1,18
2017-04-01 16:20:21.811000,Georgetown,-,1,17
2017-04-01 16:20:23.902000,Georgetown,-,1,16
2017-04-01 16:21:07.040000,Georgetown,+,1,17
2017-04-01 16:28:33.010000,Georgetown,-,1,16
2017-04-01 16:32:07.363000,Georgetown,+,1,17
2017-04-01 16:46:16.435000,Georgetown,-,1,16
2017-04-01 16:47:07.608000,Georgetown,-,1,15
2017-04-01 16:47:16.979000,Georgetown,-,1,14
2017-04-01 16:47:20.989000,Georgetown,-,1,13
2017-04-01 16:49:50.579000,Georgetown,-,1,12
2017-04-01 16:51:48.026000,Georgetown,-,1,11
2017-04-01 16:54:03.660000,Georgetown,+,1,12
2017-04-01 16:57:04.959000,Georgetown,-,1,11
2017-04-01 16:57:37.801000,Georgetown,-,1,10
2017-04-01 16:58:59.112000,Georgetown,+,1,11
2017-04-01 16:59:43.728000,Georgetown,-,1,10
2017-04-01 17:00:17.562000,Georgetown,-,1,9
2017-04-01 17:02:11.032000,Georgetown,-,1,8
2017-04-01 17:08:00.068000,Georgetown,-,1,7
2017-04-01 17:08:00.985000,Georgetown,-,1,6
2017-04-01 17:08:24.549000,Georgetown,-,1,5
2017-04-01 17:08:48.640000,Georgetown,-,1,4
2017-04-01 17:11:33.268000,Georgetown,x,4,0
2017-04-08 09:15:47.381000,Georgetown,+,1,1
2017-04-08 09:15:47.447000,Georgetown,+,1,2
2017-04-08 09:15:47.644000,Georgetown,+,1,3
2017-04-08 09:15:47.750000,Georgetown,+,1,4
2017-04-08 09:15:47.970000,Georgetown,+,1,5
2017-04-08 09:15:48.121000,Georgetown,+,1,6
2017-04-08 09:15:48.272000,Georgetown,+,1,7
2017-04-08 09:15:48.436000,Georgetown,+,1,8
2017-04-08 09:15:48.589000,Georgetown,+,1,9
2017-04-08 09:15:48.788000,Georgetown,+,1,10
2017-04-08 09:15:49.057000,Georgetown,+,1,11
2017-04-08 09:15:49.091000,Georgetown,+,1,12
2017-04-08 09:15:49.425000,Georgetown,+,1,13
2017-04-08 09:15:49.539000,Georgetown,+,1,14
2017-04-08 09:15:49.785000,Georgetown,+,1,15
2017-04-08 09:15:49.987000,Georgetown,+,1,16
2017-04-08 09:15:51.123000,Georgetown,+,1,17
2017-04-08 09:15:51.263000,Georgetown,+,1,18
2017-04-08 09:15:51.418000,Georgetown,+,1,19
2017-04-08 09:15:51.572000,Georgetown,+,1,20
2017-04-08 09:15:51.720000,Georgetown,+,1,21
2017-04-08 09:15:51.857000,Georgetown,+,1,22
2017-04-08 09:15:52.000000,Georgetown,+,1,23
2017-04-08 09:15:52.213000,Georgetown,+,1,24
2017-04-08 09:15:52.278000,Georgetown,+,1,25
2017-04-08 09:15:52.474000,Georgetown,+,1,26
2017-04-08 09:15:52.799000,Georgetown,+,1,27
2017-04-08 09:15:52.993000,Georgetown,+,1,28
2017-04-08 09:15:53.423000,Georgetown,+,1,29
2017-04-08 09:16:01.753000,Georgetown,+,1,30
2017-04-08 09:16:02.457000,Georgetown,+,1,31
2017-04-08 10:01:52.450000,Georgetown,-,1,30
2017-04-08 10:01:53.044000,Georgetown,-,1,29
2017-04-08 10:01:53.693000,Georgetown,-,1,28
2017-04-08 10:01:57.930000,Georgetown,-,1,27
2017-04-08 10:01:58.648000,Georgetown,-,1,26
2017-04-08 10:02:01.436000,Georgetown,-,1,25
2017-04-08 10:02:05.901000,Georgetown,-,1,24
2017-04-08 10:02:08.017000,Georgetown,-,1,23
2017-04-08 10:02:13.614000,Georgetown,-,1,22
2017-04-08 10:02:18.276000,Georgetown,-,1,21
2017-04-08 10:02:23.314000,Georgetown,-,1,20
2017-04-08 10:02:27.818000,Georgetown,-,1,19
2017-04-08 10:02:38.859000,Georgetown,-,1,18
2017-04-08 10:02:39.257000,Georgetown,-,1,17
2017-04-08 10:03:03.256000,Georgetown,-,1,16
2017-04-08 10:03:33.288000,Georgetown,-,1,15
2017-04-08 10:03:33.746000,Georgetown,-,1,14
2017-04-08 10:03:34.162000,Georgetown,-,1,13
2017-04-08 10:04:25.815000,Georgetown,-,1,12
2017-04-08 10:04:26.010000,Georgetown,-,1,11
2017-04-08 10:04:46.709000,Georgetown,-,1,10
2017-04-08 10:04:53.311000,Georgetown,+,1,11
2017-04-08 10:05:03.833000,Georgetown,+,1,12
2017-04-08 10:05:03.976000,Georgetown,+,1,13
2017-04-08 10:05:11.756000,Georgetown,+,1,14
2017-04-08 10:05:43.761000,Georgetown,+,1,15
2017-04-08 10:05:44.177000,Georgetown,+,1,16
2017-04-08 10:06:19.562000,Georgetown,+,1,17
2017-04-08 10:06:19.885000,Georgetown,+,1,18
2017-04-08 10:06:35.932000,Georgetown,+,1,19
2017-04-08 10:06:36.267000,Georgetown,+,1,20
2017-04-08 10:06:36.707000,Georgetown,+,1,21
2017-04-08 10:06:39.085000,Georgetown,+,1,22
2017-04-08 10:07:28.887000,Georgetown,+,1,23
2017-04-08 10:07:29.034000,Georgetown,+,1,24
2017-04-08 10:07:55.958000,Georgetown,+,1,25
2017-04-08 10:07:56.137000,Georgetown,+,1,26
2017-04-08 10:09:05.573000,Georgetown,+,1,27
2017-04-08 10:09:10.609000,Georgetown,+,1,28
2017-04-08 10:09:16.298000,Georgetown,+,1,29
2017-04-08 10:09:40.501000,Georgetown,+,1,30
2017-04-08 10:11:31.949000,Georgetown,+,1,31
2017-04-08 10:39:20.288000,Georgetown,-,1,30
2017-04-08 10:46:26.707000,Georgetown,+,1,31
2017-04-08 10:56:43.896000,Georgetown,-,1,30
2017-04-08 10:57:04.217000,Georgetown,-,1,29
2017-04-08 10:57:07.248000,Georgetown,-,1,28
2017-04-08 10:57:10.414000,Georgetown,-,1,27
2017-04-08 10:57:23.773000,Georgetown,-,1,26
2017-04-08 10:57:26.588000,Georgetown,+,1,27
2017-04-08 10:57:29.351000,Georgetown,-,1,26
2017-04-08 10:57:31.351000,Georgetown,-,1,25
2017-04-08 10:57:32.540000,Georgetown,-,1,24
2017-04-08 10:57:36.224000,Georgetown,-,1,23
2017-04-08 10:57:38.611000,Georgetown,-,1,22
2017-04-08 10:57:42.911000,Georgetown,-,1,21
2017-04-08 10:57:48.462000,Georgetown,-,1,20
2017-04-08 10:57:51.744000,Georgetown,-,1,19
2017-04-08 10:57:53.011000,Georgetown,-,1,18
2017-04-08 10:57:54.500000,Georgetown,-,1,17
2017-04-08 10:59:20.070000,Georgetown,-,1,16
2017-04-08 11:00:01.174000,Georgetown,+,1,17
2017-04-08 11:00:01.873000,Georgetown,+,1,18
2017-04-08 11:00:02.496000,Georgetown,+,1,19
2017-04-08 11:00:15.534000,Georgetown,-,1,18
2017-04-08 11:00:21.377000,Georgetown,+,1,19
2017-04-08 11:00:25.029000,Georgetown,-,1,18
2017-04-08 11:00:30.105000,Georgetown,+,1,19
2017-04-08 11:00:31.302000,Georgetown,+,1,20
2017-04-08 11:00:32.640000,Georgetown,+,1,21
2017-04-08 11:00:35.512000,Georgetown,+,1,22
2017-04-08 11:00:48.332000,Georgetown,+,1,23
2017-04-08 11:00:49.490000,Georgetown,+,1,24
2017-04-08 11:00:51.116000,Georgetown,+,1,25
2017-04-08 11:01:16.736000,Georgetown,+,1,26
2017-04-08 11:01:26.406000,Georgetown,+,1,27
2017-04-08 11:01:45.529000,Georgetown,+,1,28
2017-04-08 11:01:52.954000,Georgetown,+,1,29
2017-04-08 11:02:11.180000,Georgetown,+,1,30
2017-04-08 11:02:12.226000,Georgetown,+,1,31
2017-04-08 11:47:01.611000,Georgetown,-,1,30
2017-04-08 11:54:15.071000,Georgetown,+,1,31
2017-04-08 12:05:02.983000,Georgetown,-,1,30
2017-04-08 12:05:06.160000,Georgetown,-,1,29
2017-04-08 12:06:13.283000,Georgetown,-,1,28
2017-04-08 12:06:14.919000,Georgetown,-,1,27
2017-04-08 12:06:15.743000,Georgetown,-,1,26
2017-04-08 12:06:16.740000,Georgetown,-,1,25
2017-04-08 12:06:17.888000,Georgetown,-,1,24
2017-04-08 12:06:18.856000,Georgetown,-,1,23
2017-04-08 12:06:20.305000,Georgetown,-,1,22
2017-04-08 12:06:21.256000,Georgetown,-,1,21
2017-04-08 12:06:22.645000,Georgetown,-,1,20
2017-04-08 12:06:24.569000,Georgetown,-,1,19
2017-04-08 12:06:27.727000,Georgetown,+,1,20
2017-04-08 12:06:29.280000,Georgetown,-,1,19
2017-04-08 12:06:30.771000,Georgetown,-,1,18
2017-04-08 12:06:32.591000,Georgetown,-,1,17
2017-04-08 12:06:44.114000,Georgetown,-,1,16
2017-04-08 12:06:45.595000,Georgetown,-,1,15
2017-04-08 12:06:46.274000,Georgetown,-,1,14
2017-04-08 12:06:46.955000,Georgetown,-,1,13
2017-04-08 12:06:47.723000,Georgetown,-,1,12
2017-04-08 12:06:48.475000,Georgetown,-,1,11
2017-04-08 12:06:49.884000,Georgetown,-,1,10
2017-04-08 12:07:01.530000,Georgetown,-,1,9
2017-04-08 12:07:02.718000,Georgetown,-,1,8
2017-04-08 12:07:18.697000,Georgetown,-,1,7
2017-04-08 12:07:19.925000,Georgetown,-,1,6
2017-04-08 12:07:28.419000,Georgetown,-,1,5
2017-04-08 12:07:30.266000,Georgetown,-,1,4
2017-04-08 12:07:44.858000,Georgetown,-,1,3
2017-04-08 12:07:56.874000,Georgetown,-,1,2
2017-04-08 12:08:14.821000,Georgetown,x,2,0
2017-04-08 13:01:24.612000,Georgetown,+,1,1
2017-04-08 13:01:24.745000,Georgetown,+,1,2
2017-04-08 13:01:24.893000,Georgetown,+,1,3
2017-04-08 13:01:25.107000,Georgetown,+,1,4
2017-04-08 13:01:25.213000,Georgetown,+,1,5
2017-04-08 13:01:25.382000,Georgetown,+,1,6
2017-04-08 13:01:25.573000,Georgetown,+,1,7
2017-04-08 13:01:25.732000,Georgetown,+,1,8
2017-04-08 13:01:25.883000,Georgetown,+,1,9
2017-04-08 13:01:26.041000,Georgetown,+,1,10
2017-04-08 13:01:26.197000,Georgetown,+,1,11
2017-04-08 13:01:26.327000,Georgetown,+,1,12
2017-04-08 13:01:26.486000,Georgetown,+,1,13
2017-04-08 13:01:37.580000,Georgetown,+,1,14
2017-04-08 13:01:37.713000,Georgetown,+,1,15
2017-04-08 13:01:52.256000,Georgetown,+,1,16
2017-04-08 13:03:03.839000,Georgetown,+,1,17
2017-04-08 13:03:03.983000,Georgetown,+,1,18
2017-04-08 13:03:25.690000,Georgetown,+,1,19
2017-04-08 13:03:45.654000,Georgetown,-,1,18
2017-04-08 13:04:12.639000,Georgetown,+,1,19
2017-04-08 13:04:17.532000,Georgetown,-,1,18
2017-04-08 13:04:19.668000,Georgetown,+,1,19
2017-04-08 13:04:26.470000,Georgetown,-,1,18
2017-04-08 13:04:29.473000,Georgetown,+,1,19
2017-04-08 13:04:58.696000,Georgetown,+,1,20
2017-04-08 13:04:59.051000,Georgetown,+,1,21
2017-04-08 13:05:44.653000,Georgetown,+,1,22
2017-04-08 13:06:13.387000,Georgetown,-,1,21
2017-04-08 13:06:52.445000,Georgetown,+,1,22
2017-04-08 13:07:39.512000,Georgetown,+,1,23
2017-04-08 13:08:24.896000,Georgetown,+,1,24
2017-04-08 13:13:14.680000,Georgetown,+,1,25
2017-04-08 13:16:05.951000,Georgetown,+,1,26
2017-04-08 13:16:10.864000,Georgetown,+,1,27
2017-04-08 13:16:11.770000,Georgetown,+,1,28
2017-04-08 13:20:47.450000,Georgetown,+,1,29
2017-04-08 13:20:48.450000,Georgetown,+,1,30
2017-04-08 13:20:49.450000,Georgetown,+,1,31
2017-04-08 14:00:30.543000,Georgetown,-,1,30
2017-04-08 14:00:33.724000,Georgetown,-,1,29
2017-04-08 14:00:40.931000,Georgetown,-,1,28
2017-04-08 14:00:47.367000,Georgetown,-,1,27
2017-04-08 14:00:50.048000,Georgetown,-,1,26
2017-04-08 14:00:55.033000,Georgetown,-,1,25
2017-04-08 14:00:58.562000,Georgetown,-,1,24
2017-04-08 14:00:58.790000,Georgetown,-,1,23
2017-04-08 14:00:59.967000,Georgetown,-,1,22
2017-04-08 14:01:02.452000,Georgetown,-,1,21
2017-04-08 14:01:04.240000,Georgetown,-,1,20
2017-04-08 14:01:05.565000,Georgetown,-,1,19
2017-04-08 14:01:14.560000,Georgetown,-,1,18
2017-04-08 14:01:16.945000,Georgetown,-,1,17
2017-04-08 14:01:25.219000,Georgetown,-,1,16
2017-04-08 14:01:46.228000,Georgetown,-,1,15
2017-04-08 14:01:49.441000,Georgetown,-,1,14
2017-04-08 14:02:05.957000,Georgetown,-,1,13
2017-04-08 14:02:15.537000,Georgetown,-,1,12
2017-04-08 14:03:14.006000,Georgetown,+,1,13
2017-04-08 14:03:28.798000,Georgetown,-,1,12
2017-04-08 14:03:40.127000,Georgetown,+,1,13
2017-04-08 14:03:47.306000,Georgetown,-,1,12
2017-04-08 14:04:42.946000,Georgetown,+,1,13
2017-04-08 14:04:43.007000,Georgetown,+,1,14
2017-04-08 14:04:48.219000,Georgetown,+,1,15
2017-04-08 14:05:14.565000,Georgetown,+,1,16
2017-04-08 14:05:51.167000,Georgetown,+,1,17
2017-04-08 14:06:09.089000,Georgetown,+,1,18
2017-04-08 14:06:10.320000,Georgetown,+,1,19
2017-04-08 14:06:12.325000,Georgetown,+,1,20
2017-04-08 14:06:28.825000,Georgetown,+,1,21
2017-04-08 14:07:17.306000,Georgetown,+,1,22
2017-04-08 14:07:21.568000,Georgetown,+,1,23
2017-04-08 14:07:40.152000,Georgetown,+,1,24
2017-04-08 14:07:41.207000,Georgetown,-,1,23
2017-04-08 14:08:00.147000,Georgetown,+,1,24
2017-04-08 14:08:01.340000,Georgetown,+,1,25
2017-04-08 14:08:02.658000,Georgetown,+,1,26
2017-04-08 14:08:35.691000,Georgetown,+,1,27
2017-04-08 14:09:03.301000,Georgetown,+,1,28
2017-04-08 14:10:14.450000,Georgetown,+,1,29
2017-04-08 14:16:32.906000,Georgetown,+,1,30
2017-04-08 15:28:28.860000,Georgetown,-,1,29
2017-04-08 15:32:20.490000,Georgetown,+,1,30
2017-04-08 15:34:04.768000,Georgetown,+,1,31
2017-04-08 15:35:34.281000,Georgetown,-,1,30
2017-04-08 15:39:40.586000,Georgetown,+,1,31
2017-04-08 15:40:10.602000,Georgetown,-,1,30
2017-04-08 15:46:25.881000,Georgetown,+,1,31
2017-04-08 16:06:38.254000,Georgetown,-,1,30
2017-04-08 16:07:30.715000,Georgetown,-,1,29
2017-04-08 16:07:31.127000,Georgetown,-,1,28
2017-04-08 16:07:31.479000,Georgetown,-,1,27
2017-04-08 16:07:38.602000,Georgetown,-,1,26
2017-04-08 16:07:49.487000,Georgetown,-,1,25
2017-04-08 16:08:59.559000,Georgetown,-,1,24
2017-04-08 16:09:47.341000,Georgetown,-,1,23
2017-04-08 16:09:55.205000,Georgetown,+,1,24
2017-04-08 16:10:16.600000,Georgetown,-,1,23
2017-04-08 16:10:35.249000,Georgetown,-,1,22
2017-04-08 16:12:05.866000,Georgetown,+,1,23
2017-04-08 16:12:14.537000,Georgetown,-,1,22
2017-04-08 16:12:28.417000,Georgetown,-,1,21
2017-04-08 16:14:19.928000,Georgetown,-,1,20
2017-04-08 16:14:20.483000,Georgetown,-,1,19
2017-04-08 16:15:02.923000,Georgetown,-,1,18
2017-04-08 16:15:03.097000,Georgetown,-,1,17
2017-04-08 16:15:03.638000,Georgetown,-,1,16
2017-04-08 16:18:59.561000,Georgetown,-,1,15
2017-04-08 16:26:43.330000,Georgetown,-,1,14
2017-04-08 16:26:43.482000,Georgetown,-,1,13
2017-04-08 16:27:25.451000,Georgetown,-,1,12
2017-04-08 16:28:13.369000,Georgetown,x,12,0
2017-04-22 08:36:42.914000,Georgetown,+,1,1
2017-04-22 08:36:44.077000,Georgetown,+,1,2
2017-04-22 08:37:38.569000,Georgetown,+,1,3
2017-04-22 08:38:01.490000,Georgetown,+,1,4
2017-04-22 08:40:23.998000,Georgetown,-,1,3
2017-04-22 08:40:35.621000,Georgetown,+,1,4
2017-04-22 08:41:32.281000,Georgetown,+,1,5
2017-04-22 08:42:24.916000,Georgetown,+,1,6
2017-04-22 08:43:07.843000,Georgetown,+,1,7
2017-04-22 08:43:15.275000,Georgetown,+,1,8
2017-04-22 08:43:30.743000,Georgetown,-,1,7
2017-04-22 08:44:38.811000,Georgetown,+,1,8
2017-04-22 08:45:12.635000,Georgetown,+,1,9
2017-04-22 08:47:47.876000,Georgetown,+,1,10
2017-04-22 08:48:08.533000,Georgetown,+,1,11
2017-04-22 08:48:38.780000,Georgetown,+,1,12
2017-04-22 08:48:39.689000,Georgetown,+,1,13
2017-04-22 08:48:40.447000,Georgetown,+,1,14
2017-04-22 08:49:01.161000,Georgetown,+,1,15
2017-04-22 08:49:26.492000,Georgetown,-,1,14
2017-04-22 08:49:55.904000,Georgetown,+,1,15
2017-04-22 08:50:36.409000,Georgetown,-,1,14
2017-04-22 08:51:14.312000,Georgetown,+,1,15
2017-04-22 08:52:17.009000,Georgetown,-,1,14
2017-04-22 08:52:19.266000,Georgetown,+,1,15
2017-04-22 08:52:24.374000,Georgetown,+,1,16
2017-04-22 08:52:46.183000,Georgetown,+,1,17
2017-04-22 08:53:05.952000,Georgetown,+,1,18
2017-04-22 08:54:01.834000,Georgetown,+,1,19
2017-04-22 08:54:02.871000,Georgetown,+,1,20
2017-04-22 08:55:11.207000,Georgetown,+,1,21
2017-04-22 08:55:11.234000,Georgetown,+,1,22
2017-04-22 08:55:11.267000,Georgetown,+,1,23
2017-04-22 08:58:58.350000,Georgetown,-,1,22
2017-04-22 08:59:08.952000,Georgetown,+,1,23
2017-04-22 08:59:10.193000,Georgetown,+,1,24
2017-04-22 08:59:20.631000,Georgetown,+,1,25
2017-04-22 09:01:57.842000,Georgetown,+,1,26
2017-04-22 09:02:57.352000,Georgetown,+,1,27
2017-04-22 09:02:59.891000,Georgetown,-,1,26
2017-04-22 09:03:00.729000,Georgetown,-,1,25
2017-04-22 09:03:08.920000,Georgetown,+,1,26
2017-04-22 09:03:13.543000,Georgetown,+,1,27
2017-04-22 09:04:11.878000,Georgetown,-,1,26
2017-04-22 09:04:53.570000,Georgetown,+,1,27
2017-04-22 09:12:19.682000,Georgetown,+,1,28
2017-04-22 09:12:39.934000,Georgetown,-,1,27
2017-04-22 09:13:37.600000,Georgetown,+,1,28
2017-04-22 09:40:31.058000,Georgetown,+,1,29
2017-04-22 10:11:30.732000,Georgetown,-,1,28
2017-04-22 10:11:31.609000,Georgetown,-,1,27
2017-04-22 10:11:45.970000,Georgetown,-,1,26
2017-04-22 10:11:47.013000,Georgetown,-,1,25
2017-04-22 10:11:48.393000,Georgetown,-,1,24
2017-04-22 10:11:49.678000,Georgetown,-,1,23
2017-04-22 10:11:50.923000,Georgetown,-,1,22
2017-04-22 10:11:57.496000,Georgetown,-,1,21
2017-04-22 10:12:20.190000,Georgetown,-,1,20
2017-04-22 10:12:21.517000,Georgetown,-,1,19
2017-04-22 10:12:28.016000,Georgetown,-,1,18
2017-04-22 10:12:51.454000,Georgetown,+,1,19
2017-04-22 10:13:03.059000,Georgetown,-,1,18
2017-04-22 10:13:05.645000,Georgetown,-,1,17
2017-04-22 10:13:12.067000,Georgetown,-,1,16
2017-04-22 10:13:24.988000,Georgetown,-,1,15
2017-04-22 10:13:26.438000,Georgetown,-,1,14
2017-04-22 10:13:44.304000,Georgetown,-,1,13
2017-04-22 10:15:12.085000,Georgetown,+,1,14
2017-04-22 10:15:12.820000,Georgetown,+,1,15
2017-04-22 10:15:47.172000,Georgetown,+,1,16
2017-04-22 10:16:00.844000,Georgetown,+,1,17
2017-04-22 10:16:06.938000,Georgetown,+,1,18
2017-04-22 10:16:07.286000,Georgetown,+,1,19
2017-04-22 10:16:15.346000,Georgetown,+,1,20
2017-04-22 10:16:18.411000,Georgetown,+,1,21
2017-04-22 10:16:59.638000,Georgetown,+,1,22
2017-04-22 10:16:59.950000,Georgetown,+,1,23
2017-04-22 10:17:20.442000,Georgetown,+,1,24
2017-04-22 10:17:20.929000,Georgetown,+,1,25
2017-04-22 10:17:22.191000,Georgetown,+,1,26
2017-04-22 10:18:18.655000,Georgetown,+,1,27
2017-04-22 10:18:29.945000,Georgetown,+,1,28
2017-04-22 10:18:47.559000,Georgetown,+,1,29
2017-04-22 11:12:40.570000,Georgetown,-,1,28
2017-04-22 11:15:09.748000,Georgetown,+,1,29
2017-04-22 11:31:23.596000,Georgetown,-,1,28
2017-04-22 11:32:30.043000,Georgetown,-,1,27
2017-04-22 11:35:10.594000,Georgetown,+,1,28
2017-04-22 11:36:12.672000,Georgetown,-,1,27
2017-04-22 11:36:53.464000,Georgetown,-,1,26
2017-04-22 11:37:00.233000,Georgetown,-,1,25
2017-04-22 11:39:05.519000,Georgetown,+,1,26
2017-04-22 11:41:23.516000,Georgetown,+,1,27
2017-04-22 11:48:33.326000,Georgetown,+,1,28
2017-04-22 11:48:50.177000,Georgetown,+,1,29
2017-04-22 12:00:42.557000,Georgetown,-,1,28
2017-04-22 12:00:53.299000,Georgetown,-,1,27
2017-04-22 12:01:05.354000,Georgetown,-,1,26
2017-04-22 12:01:07.197000,Georgetown,-,1,25
2017-04-22 12:01:08.634000,Georgetown,-,1,24
2017-04-22 12:01:19.195000,Georgetown,-,1,23
2017-04-22 12:01:45.275000,Georgetown,-,1,22
2017-04-22 12:01:46.843000,Georgetown,-,1,21
2017-04-22 12:01:47.798000,Georgetown,-,1,20
2017-04-22 12:01:52.909000,Georgetown,-,1,19
2017-04-22 12:02:25.420000,Georgetown,-,1,18
2017-04-22 12:02:26.815000,Georgetown,-,1,17
2017-04-22 12:02:28.015000,Georgetown,-,1,16
2017-04-22 12:02:29.094000,Georgetown,-,1,15
2017-04-22 12:02:30.055000,Georgetown,-,1,14
2017-04-22 12:02:43.166000,Georgetown,-,1,13
2017-04-22 12:02:43.706000,Georgetown,-,1,12
2017-04-22 12:02:44.676000,Georgetown,-,1,11
2017-04-22 12:02:45.537000,Georgetown,-,1,10
2017-04-22 12:02:46.466000,Georgetown,-,1,9
2017-04-22 12:03:00.673000,Georgetown,-,1,8
2017-04-22 12:03:05.705000,Georgetown,-,1,7
2017-04-22 12:03:11.078000,Georgetown,x,7,0
2017-04-22 12:47:34.426000,Georgetown,+,1,1
2017-04-22 12:47:35.134000,Georgetown,+,1,2
2017-04-22 12:47:35.888000,Georgetown,+,1,3
2017-04-22 12:47:36.577000,Georgetown,+,1,4
2017-04-22 12:51:06.426000,Georgetown,+,1,5
2017-04-22 12:51:06.919000,Georgetown,+,1,6
2017-04-22 12:51:40.546000,Georgetown,+,1,7
2017-04-22 12:51:43.253000,Georgetown,-,1,6
2017-04-22 12:52:23.787000,Georgetown,-,1,5
2017-04-22 12:52:26.923000,Georgetown,+,1,6
2017-04-22 12:52:31.606000,Georgetown,+,1,7
2017-04-22 12:52:38.346000,Georgetown,-,1,6
2017-04-22 12:53:58.937000,Georgetown,+,1,7
2017-04-22 12:54:00.833000,Georgetown,-,1,6
2017-04-22 12:54:01.345000,Georgetown,-,1,5
2017-04-22 12:54:16.039000,Georgetown,+,1,6
2017-04-22 12:54:17.285000,Georgetown,+,1,7
2017-04-22 12:54:18.477000,Georgetown,+,1,8
2017-04-22 12:54:19.558000,Georgetown,+,1,9
2017-04-22 12:54:24.169000,Georgetown,+,1,10
2017-04-22 12:54:26.571000,Georgetown,+,1,11
2017-04-22 12:54:28.789000,Georgetown,+,1,12
2017-04-22 12:54:30.551000,Georgetown,+,1,13
2017-04-22 12:54:32.545000,Georgetown,+,1,14
2017-04-22 12:54:35.799000,Georgetown,-,1,13
2017-04-22 12:54:51.057000,Georgetown,+,1,14
2017-04-22 12:54:57.569000,Georgetown,-,1,13
2017-04-22 12:54:59.811000,Georgetown,-,1,12
2017-04-22 12:55:06.363000,Georgetown,-,1,11
2017-04-22 12:55:38.583000,Georgetown,-,1,10
2017-04-22 12:55:51.743000,Georgetown,+,1,11
2017-04-22 12:57:16.097000,Georgetown,+,1,12
2017-04-22 12:57:21.154000,Georgetown,+,1,13
2017-04-22 12:57:43.665000,Georgetown,-,1,12
2017-04-22 12:57:46.004000,Georgetown,+,1,13
2017-04-22 12:57:50.291000,Georgetown,+,1,14
2017-04-22 12:57:53.223000,Georgetown,+,1,15
2017-04-22 12:57:56.691000,Georgetown,+,1,16
2017-04-22 12:58:29.576000,Georgetown,+,1,17
2017-04-22 12:58:31.395000,Georgetown,-,1,16
2017-04-22 12:59:31.531000,Georgetown,+,1,17
2017-04-22 12:59:55.690000,Georgetown,+,1,18
2017-04-22 12:59:57.459000,Georgetown,+,1,19
2017-04-22 13:02:46.184000,Georgetown,+,1,20
2017-04-22 13:02:47.168000,Georgetown,+,1,21
2017-04-22 13:02:52.130000,Georgetown,+,1,22
2017-04-22 13:02:53.931000,Georgetown,+,1,23
2017-04-22 13:02:54.767000,Georgetown,+,1,24
2017-04-22 13:02:55.132000,Georgetown,+,1,25
2017-04-22 13:02:55.508000,Georgetown,+,1,26
2017-04-22 13:02:56.007000,Georgetown,+,1,27
2017-04-22 13:02:56.506000,Georgetown,+,1,28
2017-04-22 13:02:57.139000,Georgetown,+,1,29
2017-04-22 13:07:28.380000,Georgetown,-,1,28
2017-04-22 13:09:06.881000,Georgetown,-,1,27
2017-04-22 13:10:05.878000,Georgetown,+,1,28
2017-04-22 13:16:51.609000,Georgetown,+,1,29
2017-04-22 13:17:41.490000,Georgetown,+,1,30
